property_id,survey_number,area_sq_m,owner_name,tax_due,last_paid,assessment_year
TAX-623-3445,RS/325/5A,170.91,Muthukumaar,46.4,2026-03-29,2026
TAX-623-8418,,2205.89,Dhinesh,266.47,2025-12-27,2026
TAX-623-1913,RS/310/5,1430.65,Gopee,683.41,2026-06-14,2026
TAX-623-4349,,1300.51,Rajendiran,0.0,2026-05-29,2026
TAX-623-7128,RS/349/2,1692.72,Karthick,0.0,2026-05-07,2026
TAX-623-2886,T-895/3,345.62,Subramanee,0.0,2025-10-22,2026
TAX-623-1581,SF/582/1,1360.85,Thankaraj,22751.72,2026-02-21,2026
TAX-623-8868,RS/210/7,2375.39,Balasubramaniam,256.18,2026-08-13,2026
TAX-623-3446,T-567/3,4813.48,Maheash,1644.67,2025-12-19,2026
TAX-623-5893,RS/676/9,861.86,Nagrajan,361.96,2025-08-22,2026
TAX-623-4534,SF/550/7A,683.55,Velusamy,150.35,2026-04-21,2026
TAX-623-1958,T-487/3B,854.23,Maheash,0.0,2026-04-20,2026
TAX-623-9587,SF/539/6B,2542.04,Aroon,1227.08,2025-12-31,2026
TAX-623-2247,SF/426/4,1477.12,Muthukumaar,206.56,2025-11-27,2026
TAX-623-8330,RS/683/2C,922.41,Tamizhelvan,83.99,2026-03-07,2026
TAX-623-3302,SF/517/6A,2695.62,Paandi,0.0,2026-05-06,2026
TAX-623-9475,RS/352/7D,2015.69,Kamalaa,948.99,2026-03-23,2026
TAX-623-7972,SF/731/8,3230.67,Susila,1205.4,2025-08-22,2026
TAX-623-2959,SF/694/5,2656.54,Venkata,781.77,2026-04-20,2026
TAX-623-6243,T-919/2A,8071.93,Marimutthu,61627.61,2026-06-07,2026
TAX-623-4424,SF/205/2,4581.79,Aroon,507.81,2025-12-18,2026
TAX-623-2175,T-172/3,772.1,Saravannan,360.8,2026-03-14,2026
TAX-623-5296,RS/124/4,5180.44,Karthick,2094.46,2026-01-25,2026
TAX-623-6578,RS/45/2,2514.47,Malati,1240.17,2026-04-24,2026
TAX-623-8522,T-137/6,2105.52,Tamizhelvan,663.45,2025-09-11,2026
TAX-623-3118,T-239/9B,6443.73,Gopee,1163.65,2025-10-08,2026
TAX-623-8060,RS/511/5,7890.94,Sumati,2648.97,2026-08-20,2026
TAX-623-9280,T-833/5D,7357.55,Marimutthu,3253.32,2026-02-02,2026
TAX-623-6326,T-228/7B,1643.74,Palani,590.91,2026-01-28,2026
TAX-623-9678,,2912.56,Malati,1328.04,2026-04-10,2026
TAX-623-9053,RS/293/8C,4903.76,Periyaswamy,436.72,2026-05-24,2026
TAX-623-9953,RS/21/7A,7393.43,Nagrajan,2714.99,2026-02-16,2026
TAX-623-9757,RS/465/5A,2452.0,Venkata,0.0,2026-01-05,2026
TAX-623-3616,RS/994/6A,2802.52,Aroon,436.73,2025-11-19,2026
TAX-623-8079,SF/199/7,1468.24,Meenachi,333.16,2025-12-16,2026
TAX-623-6742,RS/36/6C,1646.16,Sanmugam,480.26,2026-03-11,2026
TAX-623-6556,T-975/3,6431.23,Raajaa,18912.79,2025-12-10,2026
TAX-623-1286,RS/170/7,11738.74,Manee,55687.2,2026-06-13,2026
TAX-623-5017,RS/834/3,3451.91,Thankaraj,1188.46,2025-09-24,2026
TAX-623-1504,T-428/9A,8177.45,Karuppaswamy,1651.77,2026-07-21,2026
TAX-623-3049,SF/462/4,5156.03,Aroon,1543.83,2025-09-06,2026
TAX-623-2238,SF/890/3,2474.71,Thankaraj,31545.35,2025-11-28,2026
TAX-623-1115,SF/10/1,5423.71,Aiyanar,785.76,2025-11-24,2026
TAX-623-1080,T-440/6,10638.04,Mutthammal,5163.45,2026-02-19,2026
TAX-623-9741,RS/895/6D,2899.65,Velusamy,1342.96,2026-07-20,2026
TAX-623-4070,SF/378/8B,12915.21,Kannen,101883.13,2025-12-25,2026
TAX-623-9100,SF/993/6C,492.92,Chandraa,157.25,2026-08-22,2026
TAX-623-2609,T-878/2C,7279.07,Naagammal,2046.53,2025-12-29,2026
TAX-623-6272,T-896/8,3587.57,Chinnaswamy,23453.09,2026-06-02,2026
TAX-623-1958,T-92/2A,2584.03,Kumaar,995.68,2026-01-01,2026
TAX-623-7408,T-488/2C,3685.42,Surase,0.0,2025-10-24,2026
TAX-623-4195,T-67/6A,845.07,Saravannan,2417.63,2026-05-15,2026
TAX-623-9662,,2596.12,Periyaswamy,12504.07,2025-12-05,2026
TAX-623-8993,T-195/7A,4058.56,Raaman,2005.01,2025-10-25,2026
TAX-623-5643,RS/149/5D,11614.32,Balasubramaniam,78664.97,2026-06-15,2026
TAX-623-8144,T-706/2,2557.34,Murughan,1018.48,2026-08-06,2026
TAX-623-8817,T-957/4C,1982.52,Nagrajan,888.85,2026-09-05,2026
TAX-623-3634,RS/346/7C,2518.31,Maheash,18644.3,2025-12-31,2026
TAX-623-8975,,7533.47,Dhinesh,3167.66,2026-01-24,2026
TAX-623-9139,RS/299/3,5083.41,Kamalaa,37782.69,2026-04-04,2026
TAX-623-6772,SF/386/7C,1773.25,Tamizhelvan,9888.89,2026-08-21,2026
TAX-623-2985,SF/122/4A,5033.69,Shiva,1931.4,2025-12-15,2026
TAX-623-4236,T-456/6,4175.12,Manee,0.0,2025-12-08,2026
TAX-623-3134,SF/814/3A,7054.45,Sundhar,3463.23,2026-06-27,2026
TAX-623-3344,T-190/7D,1596.93,Parvati,357.8,2025-09-23,2026
TAX-623-7634,,5667.63,Vellu,103287.84,2025-12-03,2026
TAX-623-9153,T-166/2B,3866.16,Murughan,1305.58,2025-11-12,2026
TAX-623-8590,SF/255/5,449.73,Vadivellu,57.63,2026-03-29,2026
TAX-623-3249,,3291.3,Tamizhelvan,21728.39,2026-04-24,2026
TAX-623-9717,T-368/5,1727.72,Kannen,435.08,2025-11-24,2026
TAX-623-9653,RS/693/7C,1562.03,Kumaar,695.37,2026-03-21,2026
TAX-623-5238,T-674/9B,3801.4,Kalairasan,1677.74,2026-05-07,2026
TAX-623-6788,RS/68/6C,4920.47,Balasubramaniam,1162.91,2026-01-16,2026
TAX-623-6621,SF/388/2D,4589.33,Surase,35678.37,2025-10-30,2026
TAX-623-6185,T-586/5B,1205.03,Karuppaswamy,1418.31,2025-12-15,2026
TAX-623-4160,,2361.89,Venkata,738.8,2025-10-28,2026
TAX-623-9020,,3868.17,Mutthammal,975.03,2026-01-18,2026
TAX-623-6592,RS/534/4,6391.47,Palani,36864.68,2026-08-14,2026
TAX-623-1490,,1885.87,Anbalagan,172.03,2025-11-24,2026
TAX-623-1943,T-8/7C,2138.38,Kannen,382.78,2025-12-25,2026
TAX-623-3131,T-926/4,916.98,Aarumugam,0.0,2025-08-17,2026
TAX-623-1393,SF/298/5A,991.63,Nagrajan,287.71,2026-05-10,2026
TAX-623-5460,T-846/1A,4436.63,Maheash,6840.15,2025-12-01,2026
TAX-623-9615,RS/912/3A,7180.27,Maheash,1182.53,2026-02-13,2026
TAX-623-8528,SF/160/5,1653.95,Raajaa,546.4,2026-03-10,2026
TAX-623-2063,T-445/1,3981.31,Surase,1839.7,2026-03-05,2026
TAX-623-1282,SF/683/4A,2700.24,Naagammal,628.97,2026-05-28,2026
TAX-623-5424,RS/514/7,1354.07,Kannen,541.34,2026-06-27,2026
TAX-623-8437,RS/440/1A,3406.27,Palani,598.28,2025-09-05,2026
TAX-623-2646,SF/885/5C,7687.02,Chinnaswamy,2726.28,2025-08-26,2026
TAX-623-2816,SF/124/3A,2081.73,Chinnaswamy,987.45,2025-10-07,2026
TAX-623-6050,RS/538/5C,8910.59,Manee,0.0,2025-12-04,2026
TAX-623-5223,RS/373/5,293.69,Kalairasan,55.03,2025-11-29,2026
TAX-623-9402,RS/484/5B,5587.17,Susila,0.0,2026-04-16,2026
TAX-623-1253,T-789/3,2489.97,Chelvam,0.0,2025-12-21,2026
TAX-623-3987,,2070.15,Palani,7490.53,2026-02-27,2026
TAX-623-5024,T-457/2,2381.49,Kalairasan,953.09,2025-10-16,2026
TAX-623-2955,SF/197/7B,478.82,Vadivellu,103.01,2026-04-13,2026
TAX-623-7338,RS/430/9B,1731.58,Jayaram,9466.31,2025-12-24,2026
TAX-623-6805,SF/449/9A,2716.92,Tamizhelvan,198.92,2026-07-28,2026
TAX-623-6140,,9293.1,Annamaa,4413.6,2026-09-17,2026
TAX-623-7309,SF/655/3,1763.29,Surase,379.54,2025-12-19,2026
TAX-623-1385,T-356/6,1283.55,Karthick,6377.61,2025-10-07,2026
TAX-623-9080,RS/225/5,2231.93,Ramaswamy,1076.69,2026-02-10,2026
TAX-623-5752,T-650/9,5757.68,Elangovan,24517.35,2026-07-12,2026
TAX-623-3140,T-744/7,2958.31,Velusamy,327.43,2026-07-27,2026
TAX-623-3834,T-185/5,1369.62,Venkata,556.02,2025-11-29,2026
TAX-623-1790,T-540/3C,2977.35,Raajaa,45836.63,2025-10-27,2026
TAX-623-9727,SF/136/4D,2715.14,Laxmi,472.33,2025-10-12,2026
TAX-623-9468,RS/874/2,5248.76,Chelvam,2607.19,2026-02-27,2026
TAX-623-5485,SF/22/1,4156.07,Aiyanar,0.0,2026-06-02,2026
TAX-623-4360,RS/151/6C,16328.83,Sumati,0.0,2025-10-17,2026
TAX-623-4751,RS/79/6,8953.31,Paandi,37515.96,2025-09-09,2026
TAX-623-4102,,1051.95,Periyaswamy,106.22,2026-01-17,2026
TAX-623-2075,RS/956/5D,9431.74,Surase,2688.42,2026-01-05,2026
TAX-623-9736,RS/835/2,4210.95,Kalairasan,15661.13,2026-07-16,2026
TAX-623-9432,,4641.25,Venkata,448.55,2025-12-31,2026
TAX-623-3668,RS/563/8B,11587.75,Kalairasan,54296.57,2026-02-02,2026
TAX-623-6242,T-831/4C,18712.81,Thankaraj,192703.3,2026-02-20,2026
TAX-623-6531,SF/302/8,14413.61,Aiyanar,3615.72,2026-03-24,2026
TAX-623-9429,SF/986/3A,3656.8,Saravannan,0.0,2026-01-05,2026
TAX-623-8249,T-892/3,5815.17,Annamaa,2544.51,2025-10-28,2026
TAX-623-7833,RS/762/3C,7842.42,Thankaraj,2131.95,2025-10-20,2026
TAX-623-6354,SF/619/3B,12045.46,Kalairasan,5901.35,2026-01-13,2026
TAX-623-5566,T-217/7B,5901.13,Rajendiran,852.3,2026-05-08,2026
TAX-623-8273,RS/663/7,5985.5,Vellu,69411.67,2026-07-01,2026
TAX-623-6036,RS/193/9,2689.92,Palani,970.15,2026-06-04,2026
TAX-623-9267,,3353.88,Tamizhelvan,1567.38,2026-05-26,2026
TAX-623-6631,RS/489/1,12176.13,Chelvam,65769.7,2026-03-23,2026
TAX-623-4471,,24343.7,Saravannan,5744.73,2025-12-02,2026
TAX-623-5788,T-397/4,6389.94,Aarumugam,335.84,2025-12-09,2026
TAX-623-6537,RS/561/2A,16359.95,Chelvam,0.0,2026-05-30,2026
TAX-623-4926,SF/728/8,10409.53,Sanmugam,0.0,2026-07-08,2026
TAX-623-7090,SF/373/5A,4631.91,Paandi,12550.07,2026-07-14,2026
TAX-623-8464,,10502.27,Ramaswamy,70163.99,2026-01-06,2026
TAX-623-8833,T-841/9,24798.44,Shiva,0.0,2025-10-29,2026
TAX-623-9275,T-96/6A,6261.0,Saravannan,1514.58,2025-09-28,2026
TAX-623-9350,RS/205/7,25415.76,Chelvam,215733.49,2026-09-13,2026
TAX-623-4512,T-160/8,754.94,Paandi,363.39,2026-08-27,2026
TAX-623-6650,SF/56/4D,13531.4,Sanmugam,839.98,2025-10-22,2026
TAX-623-5348,SF/306/8D,6777.04,Raajaa,1937.93,2025-12-26,2026
TAX-623-8442,RS/169/4,6399.09,Naagammal,0.0,2025-08-28,2026
TAX-623-9232,T-204/2C,7573.16,Periyaswamy,3700.98,2025-10-08,2026
TAX-623-5911,,1534.03,Baala,85.46,2026-08-12,2026
TAX-623-8772,SF/616/7,5943.43,Thankaraj,1380.85,2025-10-08,2026
TAX-623-4129,RS/515/2C,8729.91,Vasanta,0.0,2025-10-26,2026
TAX-623-3398,,22879.85,Periyaswamy,6106.26,2026-07-17,2026
TAX-623-2623,T-961/2,4241.12,Periyaswamy,1740.42,2026-07-16,2026
TAX-623-6479,T-103/8B,3982.19,Karuppaswamy,781.49,2025-12-19,2026
TAX-623-3196,SF/877/8,5355.85,Muthukumaar,1804.61,2026-08-28,2026
TAX-623-6550,RS/690/4,13697.25,Velusamy,1268.18,2025-09-19,2026
TAX-623-4078,RS/344/3B,8749.71,Aarumugam,3603.71,2025-11-15,2026
TAX-623-2861,RS/132/7C,5470.62,Shiva,0.0,2026-02-17,2026
TAX-623-4781,T-591/7D,10701.32,Manimagalai,4189.69,2026-06-15,2026
TAX-623-8745,SF/644/3,7948.08,Manee,0.0,2025-12-30,2026
TAX-623-4127,T-647/6,14752.82,Pathmaa,0.0,2026-06-26,2026
TAX-623-9240,SF/282/2,2010.98,Nagrajan,660.12,2026-08-04,2026
TAX-623-8748,RS/269/3,4960.06,Balasubramaniam,817.58,2026-07-13,2026
TAX-623-5609,RS/983/2,4061.67,Manimagalai,0.0,2025-11-12,2026
TAX-623-8189,RS/629/9,475.58,Venkata,160.48,2025-12-20,2026
TAX-623-2345,,3509.14,Laxmi,0.0,2026-01-29,2026
TAX-623-9928,SF/977/2,2049.48,Kannen,151.38,2026-05-02,2026
TAX-623-2633,RS/985/7,1363.71,Velusamy,554.58,2026-09-10,2026
TAX-623-3535,RS/638/2B,4445.06,Karuppaswamy,2174.47,2026-09-21,2026
TAX-623-2363,RS/619/9,6179.58,Marimutthu,819.77,2026-09-08,2026
TAX-623-3224,RS/381/3D,5832.4,Palani,80595.24,2026-07-14,2026
TAX-623-6744,T-218/9,1503.49,Tamizhelvan,7698.65,2025-10-02,2026
TAX-623-5014,SF/202/1D,1934.7,Vellu,603.07,2026-08-08,2026
TAX-623-9161,SF/591/1,2804.17,Balasubramaniam,1126.48,2026-06-12,2026
TAX-623-3954,SF/918/9B,6075.11,Kannen,3005.49,2025-12-18,2026
TAX-623-3642,RS/410/2B,2021.48,Maheash,339.43,2026-03-02,2026
TAX-623-8280,RS/961/2,2462.81,Karuppaswamy,1158.84,2026-09-09,2026
TAX-623-8086,SF/266/1,1129.33,Periyaswamy,183.7,2026-06-17,2026
TAX-623-2015,SF/327/3D,1095.27,Nagrajan,215.55,2026-07-21,2026
TAX-623-6825,RS/678/8,5135.15,Aarumugam,0.0,2026-05-31,2026
TAX-623-6091,SF/676/4C,7678.79,Manee,1356.45,2026-08-10,2026
TAX-623-3769,RS/214/9B,2566.35,Nagrajan,1164.26,2025-09-24,2026
TAX-623-5741,SF/939/6A,5691.68,Chinnaswamy,2121.1,2026-01-14,2026
TAX-623-4500,RS/898/2C,3761.34,Surase,1247.03,2025-10-30,2026
TAX-623-8711,SF/950/9,1647.9,Aarumugam,207.97,2026-01-30,2026
TAX-623-4920,SF/665/7C,3651.73,Marimutthu,1193.52,2026-08-06,2026
TAX-623-2988,SF/698/1C,9590.5,Balasubramaniam,4684.42,2025-10-08,2026
TAX-623-5761,T-415/7A,2606.28,Palani,361.04,2026-09-21,2026
TAX-623-2772,T-611/5C,9123.96,Karthick,0.0,2026-03-09,2026
TAX-623-2324,SF/171/3,5211.39,Palani,0.0,2025-09-24,2026
TAX-623-5115,SF/696/1B,2999.79,Venkata,1295.9,2026-08-27,2026
TAX-623-8546,T-172/3D,2136.29,Murughan,529.49,2026-04-22,2026
TAX-623-6552,RS/374/8,2980.1,Vadivellu,18330.33,2026-07-23,2026
TAX-623-8823,T-532/1,522.56,Balasubramaniam,167.52,2026-08-10,2026
TAX-623-1103,RS/369/4C,2017.22,Palani,11842.7,2025-09-03,2026
TAX-623-6509,T-180/5C,3640.38,Anbalagan,549.0,2026-05-09,2026
TAX-623-4962,RS/296/2,9127.63,Aroon,2514.65,2026-04-01,2026
TAX-623-2703,RS/499/5,1843.22,Ramaswamy,681.75,2026-08-24,2026
TAX-623-3171,RS/361/1,1441.79,Shiva,222.84,2026-07-20,2026
TAX-623-7001,SF/443/2,1601.08,Subramanee,126.83,2026-08-14,2026
TAX-623-7788,RS/178/7C,5333.16,Periyaswamy,1725.39,2025-09-02,2026
TAX-623-9979,RS/559/3A,4591.15,Thankaraj,1182.59,2026-07-17,2026
TAX-623-5423,,1980.98,Chinnaswamy,988.41,2025-12-30,2026
TAX-623-8055,T-557/5,4001.19,Aandaal,1184.83,2026-08-29,2026
TAX-623-7798,SF/57/5D,2691.79,Aarumugam,557.49,2026-06-07,2026
TAX-623-5987,T-55/4B,6183.5,Gopee,617.68,2026-01-19,2026
TAX-623-6715,T-960/1D,2022.27,Raajaa,482.87,2026-03-20,2026
TAX-623-7214,SF/107/8,6017.43,Paandi,2967.68,2026-09-13,2026
TAX-623-4158,T-267/8D,3292.09,Venkata,601.49,2026-03-17,2026
TAX-623-7572,T-560/4A,354.99,Palani,123.71,2026-03-08,2026
TAX-623-5845,SF/476/7D,2485.0,Surase,593.62,2026-08-13,2026
TAX-623-2660,T-635/8,1750.91,Rajeswary,809.27,2026-05-23,2026
TAX-623-3140,T-400/9,885.37,Raaman,62.17,2026-08-03,2026
TAX-623-1035,T-311/7,4194.57,Kannen,32467.36,2026-07-20,2026
TAX-623-8842,T-539/5,3554.4,Tamizhelvan,431.19,2025-10-01,2026
TAX-623-3758,,3980.76,Vellu,1949.38,2025-11-18,2026
TAX-623-1215,T-914/7D,1206.01,Palani,6399.54,2026-03-11,2026
TAX-623-7443,RS/622/1,1606.01,Pathmaa,408.37,2026-05-27,2026
TAX-623-6474,SF/89/1C,4848.26,Aroon,1694.16,2026-05-04,2026
TAX-623-3111,SF/349/3C,6844.31,Aandaal,1017.4,2026-06-06,2026
TAX-623-2443,,1974.06,Tamizhelvan,344.41,2025-12-07,2026
TAX-623-8061,RS/104/2A,2546.72,Parvati,1023.32,2026-07-02,2026
TAX-623-8159,SF/894/3,659.3,Rajendiran,141.01,2025-10-24,2026
TAX-623-4566,RS/432/5,661.91,Velusamy,0.0,2026-03-19,2026
TAX-623-5521,,2261.6,Shiva,1015.36,2025-09-04,2026
TAX-623-3567,RS/741/1,1272.79,Sita,291.06,2026-09-05,2026
TAX-623-9523,SF/793/4B,1868.54,Saravannan,6810.3,2025-12-25,2026
TAX-623-7467,SF/441/7B,7159.51,Nagrajan,7692.45,2025-12-18,2026
TAX-623-1720,T-582/1D,2846.2,Aroon,0.0,2026-03-26,2026
TAX-623-4252,RS/617/4,1350.0,Chelvi,11449.88,2026-06-09,2026
TAX-623-4884,SF/455/5,2609.08,Sita,12384.62,2026-08-24,2026
TAX-623-3402,,6560.42,Vadivellu,6860.16,2026-07-17,2026
TAX-623-4944,T-451/8,2143.34,Aarumugam,743.66,2025-09-15,2026
TAX-623-7271,T-394/8,4156.71,Manee,1814.83,2026-04-04,2026
TAX-623-7755,RS/33/9D,1670.3,Periyaswamy,313.29,2026-07-13,2026
TAX-623-4983,T-445/7D,1164.64,Rajendiran,153.54,2025-08-24,2026
TAX-623-9498,RS/435/9,2821.38,Dhinesh,815.19,2025-11-29,2026
TAX-623-2386,,295.31,Laxmi,628.93,2026-03-15,2026
TAX-623-1481,RS/18/8,1598.92,Rajeswary,9181.23,2026-03-12,2026
TAX-623-7221,RS/185/5D,2176.52,Shiva,631.39,2026-04-28,2026
TAX-623-5910,SF/671/1,7825.74,Ramaswamy,3346.67,2026-06-22,2026
TAX-623-6249,RS/17/6B,2056.62,Shiva,728.01,2026-06-13,2026
TAX-623-4088,RS/585/6D,1684.07,Chinnaswamy,575.5,2026-05-10,2026
TAX-623-2343,RS/966/5B,1221.29,Baala,374.44,2026-07-14,2026
TAX-623-6646,RS/524/9D,2536.92,Chelvam,1124.71,2026-04-16,2026
TAX-623-4060,SF/579/9B,3001.67,Pathmaa,1231.51,2025-10-16,2026
TAX-623-9113,,1340.53,Shiva,316.37,2025-09-25,2026
TAX-623-2789,T-996/2C,3749.83,Sanmugam,1419.29,2026-01-09,2026
TAX-623-8097,T-496/4A,2202.78,Chinnaswamy,0.0,2026-09-16,2026
TAX-623-1176,SF/419/7B,3442.19,Palani,24894.69,2025-09-14,2026
TAX-623-3778,RS/761/2,10403.71,Muthukumaar,5148.27,2025-09-04,2026
TAX-623-6595,RS/363/3A,41337.39,Mutthammal,8761.52,2025-09-30,2026
TAX-623-6485,SF/740/1,22567.66,Gopee,3981.36,2025-11-27,2026
TAX-623-7414,T-138/3C,4127.75,Periyaswamy,719.64,2026-03-06,2026
TAX-623-5281,,22672.85,Elangovan,0.0,2026-06-17,2026
TAX-623-6124,RS/776/3,13731.15,Rajeswary,2755.29,2026-01-30,2026
TAX-623-4459,SF/295/5A,11297.76,Surase,0.0,2025-10-07,2026
TAX-623-8208,T-925/1B,27699.3,Chelvam,4247.33,2026-05-18,2026
TAX-623-9049,RS/303/2C,40835.13,Dhinesh,5229.01,2026-03-18,2026
TAX-623-7208,T-120/6D,36947.54,Kannen,10267.46,2026-08-12,2026
TAX-623-6842,T-689/2C,9245.8,Surase,40794.44,2026-06-08,2026
TAX-623-3942,,14848.66,Aarumugam,4348.83,2025-12-16,2026
TAX-623-1446,SF/204/2B,19791.19,Aroon,5465.5,2026-05-02,2026
TAX-623-7702,RS/705/5B,37063.65,Karthick,17174.99,2026-06-10,2026
TAX-623-8536,SF/897/5C,12080.72,Venkata,5743.86,2026-01-28,2026
TAX-623-6270,RS/430/8,13912.49,Chelvam,3133.79,2026-01-09,2026
TAX-623-2326,SF/298/5B,7632.85,Jayaram,2366.8,2025-12-05,2026
TAX-623-5477,RS/436/7,9644.95,Baala,4684.27,2026-09-09,2026
TAX-623-9761,T-897/3B,29641.13,Maheash,189612.21,2026-04-08,2026
TAX-623-5792,SF/822/7,61024.08,Balasubramaniam,0.0,2025-12-20,2026
TAX-623-4304,T-406/4,14456.3,Sarasvati,5830.66,2026-04-08,2026
TAX-623-6772,T-105/9A,40569.03,Raaman,4723.85,2026-03-04,2026
TAX-623-8990,SF/833/7C,23205.27,Palani,10415.74,2025-09-19,2026
TAX-623-1853,T-620/3,9829.52,Mutthammal,0.0,2026-04-02,2026
TAX-623-8196,SF/310/5A,21579.18,Baala,4434.05,2026-05-01,2026
TAX-623-6393,T-286/8,64091.17,Manee,423630.81,2026-08-19,2026
TAX-623-1574,T-732/2A,20998.47,Velusamy,1376.47,2025-11-20,2026
TAX-623-4311,,61404.6,Tamizhelvan,6351.68,2026-03-13,2026
TAX-623-8306,T-741/4,1275.05,Vaalli,0.0,2025-10-21,2026
TAX-623-1677,RS/893/1,38333.74,Baala,7057.07,2025-11-11,2026
TAX-623-1789,T-495/9B,18233.61,Kalairasan,83877.27,2026-07-17,2026
TAX-623-2537,SF/533/2,13123.36,Nagrajan,4589.5,2025-10-25,2026
TAX-623-6025,RS/121/7,18889.7,Anbalagan,3232.69,2025-12-25,2026
TAX-623-4553,RS/536/4D,2620.67,Tamizhelvan,246.05,2026-08-01,2026
TAX-623-1412,SF/169/9C,16836.07,Gopee,2408.62,2026-01-12,2026
TAX-623-7780,SF/711/2B,17940.94,Laxmi,6642.56,2026-01-04,2026
TAX-623-4437,RS/644/1,60891.82,Chandraa,13438.07,2025-12-28,2026
TAX-623-7671,T-555/4,12144.45,Ramaswamy,0.0,2026-03-30,2026
TAX-623-5786,T-785/7,8367.04,Kannen,3810.17,2026-09-17,2026
TAX-623-2088,T-151/3,10250.25,Ramaswamy,2849.1,2026-01-08,2026
TAX-623-9008,RS/724/8,40384.24,Manimagalai,2597.91,2026-04-10,2026
TAX-623-5588,RS/502/5C,22096.33,Kumaar,9374.32,2026-09-21,2026
TAX-623-9044,T-435/4B,10630.08,Muthukumaar,69209.93,2026-08-30,2026
TAX-623-9452,T-200/1B,25299.86,Raaman,0.0,2026-07-08,2026
TAX-623-5001,RS/658/8A,21818.88,Balasubramaniam,9571.76,2026-02-19,2026
TAX-623-2846,T-648/8A,39203.19,Sundhar,18496.5,2026-09-01,2026
TAX-623-3600,SF/723/3D,2022.92,Mahalaxmi,780.35,2025-09-03,2026
TAX-623-3811,T-285/4C,11029.87,Shiva,0.0,2026-06-10,2026
TAX-623-8198,RS/427/1,6425.57,Kumaar,0.0,2026-03-19,2026
TAX-623-1955,T-518/7,1349.8,Murughan,323.91,2026-04-30,2026
TAX-623-7834,T-89/8,5105.54,Paandi,0.0,2026-05-20,2026
TAX-623-6760,SF/223/6A,3415.34,Sundhar,9744.83,2026-03-11,2026
TAX-623-4043,RS/183/5,2635.29,Aroon,996.92,2026-08-04,2026
TAX-623-9363,RS/95/8,7985.6,Dhinesh,0.0,2025-11-22,2026
TAX-623-4803,T-395/3B,11539.81,Kumaar,1200.85,2025-09-20,2026
TAX-623-6196,T-565/5,9094.75,Dhinesh,2810.23,2026-01-04,2026
TAX-623-9277,RS/144/8B,2342.67,Aarumugam,867.07,2026-03-21,2026
TAX-623-7465,SF/936/6,3921.17,Chelvam,11282.42,2026-05-24,2026
TAX-623-6498,T-409/8D,5219.31,Elangovan,5772.27,2025-10-15,2026
TAX-623-7889,T-111/7A,9409.31,Murughan,2264.4,2026-06-19,2026
TAX-623-4186,,3051.47,Maheash,646.76,2026-07-09,2026
TAX-623-9051,RS/170/8,4346.83,Raajaa,1504.92,2026-03-23,2026
TAX-623-2625,SF/158/9D,2075.08,Karthick,120.07,2025-10-20,2026
TAX-623-8040,T-386/8C,2381.47,Velusamy,1041.53,2026-02-21,2026
TAX-623-8012,T-748/7B,7862.77,Velusamy,1936.78,2025-08-27,2026
TAX-623-6509,T-843/1B,12409.38,Saravannan,2010.53,2025-08-20,2026
TAX-623-5796,SF/348/7C,4407.05,Murughan,1449.73,2026-05-26,2026
TAX-623-7134,,10157.1,Rajendiran,684.08,2026-01-06,2026
TAX-623-8924,T-412/7D,5784.3,Kalaivaani,0.0,2026-05-21,2026
TAX-623-7733,RS/730/6D,2717.0,Marimutthu,15913.48,2025-10-06,2026
TAX-623-7326,T-746/8A,5954.79,Nagrajan,41672.11,2026-04-22,2026
TAX-623-2993,RS/346/5D,17196.06,Balasubramaniam,7083.93,2026-05-27,2026
TAX-623-8992,T-115/6C,4561.56,Kalaivaani,1774.93,2025-10-06,2026
TAX-623-6342,RS/915/5,13457.64,Pathmaa,5616.21,2026-03-10,2026
TAX-623-5756,T-742/2A,239.01,Aarumugam,49.58,2025-08-26,2026
TAX-623-8330,RS/739/2D,8444.29,Velusamy,1353.89,2026-03-28,2026
TAX-623-4923,SF/711/1,4912.96,Ramaswamy,17359.96,2026-07-07,2026
TAX-623-2780,SF/620/7,3820.52,Venkata,0.0,2025-09-04,2026
TAX-623-4359,,5024.9,Kannen,1326.73,2026-05-20,2026
TAX-623-8932,RS/651/6B,955.23,Balasubramaniam,445.24,2025-08-29,2026
TAX-623-8905,T-511/4B,4257.08,Marimutthu,1343.07,2026-04-26,2026
TAX-623-7488,RS/86/4C,4576.9,Manee,1202.44,2025-10-26,2026
TAX-623-3280,SF/640/6B,14606.13,Sundhar,1966.81,2026-01-12,2026
TAX-623-6010,SF/114/5,2963.67,Karuppaswamy,214.45,2025-10-20,2026
TAX-623-7543,T-781/6B,2038.11,Jayaram,0.0,2026-08-25,2026
TAX-623-4639,SF/410/5,3679.52,Marimutthu,0.0,2025-10-26,2026
TAX-623-2982,RS/421/4C,11509.13,Nagrajan,1609.86,2025-11-10,2026
TAX-623-1720,RS/625/4,5710.56,Annamaa,1349.08,2026-08-29,2026
TAX-623-9798,SF/871/3A,3200.14,Kalairasan,817.09,2025-12-12,2026
TAX-623-5293,SF/816/3A,5666.48,Baala,1358.35,2026-08-01,2026
TAX-623-5865,,5122.25,Kumaar,1233.25,2026-02-12,2026
TAX-623-4393,T-663/9C,10977.77,Naagammal,0.0,2026-03-03,2026
TAX-623-6949,T-645/8A,3722.87,Murughan,6826.56,2025-12-17,2026
