doc_number,survey_number,registration_date,area_sqft,seller,buyer,sale_value
SRO/TN/23041,T-608/5D,06/06/2022,79654.58,Jai Sami,Balasubramanian,478084.0
SRO/TN/94339,RS/151/8,15/10/2023,47281.94,Vanya Bobal,Veluchami,902571.56
SRO/TN/83288,RS/637/2D,31/10/2025,20830.3,Leela Chakraborty,Pathmaa,274310.63
SRO/TN/34836,T-19/1A,28/08/2023,62024.5,Harshil Munshi,Karuppasamy,111017784.56
SRO/TN/40459,RS/442/3,23/09/2025,38903.43,Chandani Devan,Murughan,550996.8
SRO/TN/15606,RS/507/7B,26/06/2024,97863.01,Kiaan Dhar,Vadivel,749763.14
SRO/TN/40247,T-598/1D,13/09/2024,36511.9,Abhiram Gala,Kannan,791950.27
SRO/TN/79140,SF/241/5B,16/04/2025,178102.5,Indali Kala,Jeyaram,1200965.46
SRO/TN/45859,T-885/7B,20/02/2024,98216.28,Nisha Savant,Vadivel,0.0
SRO/TN/98252,RS/587/2D,12/07/2024,20594.89,Gabriel Chaudhry,Kalaivani,218344.1
SRO/TN/19115,RS/993/7,09/01/2025,97224.82,Jatin Rajagopalan,Gopi,1123956.75
SRO/TN/25928,T-761/2C,24/05/2025,52929.22,Pushti Murty,Dinesh,49477887.14
SRO/TN/17077,SF/668/5B,02/10/2024,43591.97,Yug Malhotra,Ayyanar,547706.55
SRO/TN/86234,T-185/1C,23/11/2022,101260.31,Yuvraj Mane,Ramasamy,2303406.63
SRO/TN/63123,T-829/7B,26/01/2023,173838.92,Charvi Jha,Muthukumar,1471444.57
SRO/TN/24816,RS/881/2C,28/05/2024,156557.7,Manya Merchant,Mahesh,3177692.6
SRO/TN/42628,SF/154/4,09/05/2025,36830.3,Wriddhish Talwar,Balasubramanian,607666108.46
SRO/TN/78152,SF/280/3,19/07/2025,61988.22,Isaiah Khosla,Kalairasan,341223.96
SRO/TN/13823,SF/322/5D,18/05/2026,89176.44,Ekavir Wable,Karuppasamy,89408292.02
SRO/TN/36570,T-513/2B,30/06/2023,152023.62,Jalsa Nadig,Veluchami,0.0
SRO/TN/47696,RS/338/7D,29/12/2025,49079.83,Lila Salvi,Mani,114820893.08
SRO/TN/30379,T-58/8B,25/03/2025,60244.69,Orinder Sinha,Surase,696869.67
SRO/TN/36953,RS/487/6D,29/11/2025,28503.99,Anay Bir,Suresh,479117.68
SRO/TN/35499,T-246/5B,03/04/2022,32153.28,Adweta Kale,Siva,0.0
SRO/TN/13625,SF/305/4D,15/01/2022,139020.18,Darpan Rao,Vadivel,166179065.92
SRO/TN/60970,RS/755/7D,05/12/2023,201182.78,Yachana Sagar,Thangaraj,2123725.2
SRO/TN/22752,RS/617/9C,12/09/2024,74581.99,Neelima Butala,Tamilselvi,0.0
SRO/TN/60940,SF/411/4C,09/12/2025,152098.0,Arunima Chacko,Marimutthu,100182243.82
SRO/TN/43549,T-703/7D,05/12/2021,91152.47,Farhan Vaidya,Kalaiarasan,2097745.9
SRO/TN/33117,RS/204/2A,27/03/2022,41045.23,Nachiket Yadav,Annamma,0.0
SRO/TN/60154,RS/204/2A,09/04/2022,41045.23,Annamma,Mahika Bhatti,0.0
SRO/TN/54054,SF/998/8,22/05/2025,87960.01,Rajeshri Khare,Sundhar,1959749.99
SRO/TN/39289,SF/970/2,25/08/2024,239371.91,Yash Chadha,Raajaa,8599739.08
SRO/TN/91393,SF/969/5,06/07/2025,67702.02,Jack Setty,Pandi,0.0
SRO/TN/61274,RS/185/7D,31/07/2025,268466.41,Dayamai Gill,Dhinesh,3033595.8
SRO/TN/96882,RS/88/1A,13/01/2023,8686.47,Advik Devan,Shanmugam,181354.63
SRO/TN/76499,RS/954/4A,13/05/2026,139256.34,Nihal Taneja,Periyasamy,296924764.4
SRO/TN/53692,SF/595/3,19/07/2023,85095.63,Zansi Lad,Murugan,0.0
SRO/TN/25818,RS/120/6,25/11/2025,48683.07,Kamya Date,Kamala,989581.84
SRO/TN/34727,RS/628/5B,16/10/2021,76452.21,Jacob Balan,Periyasamy,0.0
SRO/TN/57302,SF/482/5,13/08/2025,12120.04,Pushti Magar,Raja,619020.16
SRO/TN/48010,SF/890/5,12/02/2026,58260.58,Adya Bose,Mahalaxmi,0.0
SRO/TN/77876,SF/890/5,10/04/2026,58260.58,Mahalaxmi,Tamanna Vaidya,0.0
SRO/TN/12097,T-786/3A,17/08/2026,95561.47,Christopher Tata,Karthick,238276453.06
SRO/TN/52255,SF/404/6B,02/11/2022,219582.81,Jhalak Dugar,Dinesh,12674098.45
SRO/TN/30838,T-674/1,28/02/2025,49162.82,Harshil D’Alia,Ayyanar,411087.75
SRO/TN/42914,SF/821/5,30/10/2021,38541.01,Yashodhara Agate,Tamilselvan,0.0
SRO/TN/76266,RS/92/1D,23/05/2022,50838.22,Advik Konda,Tamilselvi,694026.14
SRO/TN/29448,RS/754/5C,03/12/2023,158882.38,Urmi Patla,Raja,2047388.16
SRO/TN/85241,RS/577/7,19/01/2024,95299.59,Mason Gola,Marimuthu,2095996.78
SRO/TN/92101,T-230/3A,11/02/2024,56269.26,Oni Kapur,Murughan,831171.71
SRO/TN/37704,SF/701/5D,12/11/2025,106800.17,Yuvraj Saha,Manimegalai,680201.99
SRO/TN/56046,RS/97/8C,28/04/2024,57580.73,Anika Brahmbhatt,Chinnasamy,877639.35
SRO/TN/58988,RS/184/3D,12/12/2022,163832.59,Jagdish Thakkar,Sundar,1889146.77
SRO/TN/24170,T-828/5,04/03/2024,6146.94,Praneel Kapoor,Muthukumar,0.0
SRO/TN/32348,SF/445/9,27/11/2022,33248.29,Nandini Biswas,Balasubramanian,279472.45
SRO/TN/22501,T-833/6C,19/12/2024,18477.42,Barkha Mukhopadhyay,Balasubramanian,93507.61
SRO/TN/12766,SF/713/4D,25/01/2022,2315.53,Gabriel Shan,Lakshmi,46328.2
SRO/TN/75251,RS/152/8A,15/12/2024,17817.91,Jyoti Iyer,Vadivel,344938.82
SRO/TN/71245,RS/53/6,11/07/2023,9033.06,Daksha Kibe,Aiyanar,76677.08
SRO/TN/97023,RS/38/8A,04/08/2023,7401.15,Jyoti Tak,Ilangovan,73576.99
SRO/TN/50262,T-66/5C,16/11/2024,20154.43,Yatan Dora,Karuppasamy,352257.17
SRO/TN/30283,RS/944/8,24/10/2022,32797.39,Nimrat Bajwa,Periyaswamy,379433.73
SRO/TN/32408,RS/819/3B,02/04/2022,26763.04,Hiral Andra,Kalaiarasan,390966.19
SRO/TN/22611,RS/966/8,06/02/2026,5739.96,Aarav Puri,Kumaar,114400.3
SRO/TN/88681,T-33/2,01/11/2021,10385.23,Hemang Jha,Kumar,0.0
SRO/TN/28699,SF/789/9,23/05/2022,16572.96,Oni Swamy,Gopee,965622.76
SRO/TN/16514,SF/789/9,22/07/2022,16572.96,Gopee,Lucky Mammen,1163576.15
SRO/TN/87254,RS/986/2,05/04/2024,27801.65,Caleb Kata,Saraswathi,0.0
SRO/TN/34780,SF/892/4,11/02/2023,7513.31,Kashish Shanker,Chinnasamy,0.0
SRO/TN/51194,RS/839/3,29/08/2024,9503.23,Girish Tiwari,Selvam,75088.98
SRO/TN/21193,RS/370/4,14/09/2022,5294.87,Meera Borde,Ayyanar,28543.54
SRO/TN/18047,T-814/6,01/12/2021,5113.71,Radhika De,Thankaraj,2890726.18
SRO/TN/71921,SF/445/1A,17/05/2022,25651.45,Bishakha Lal,Kalaivani,25127568.24
SRO/TN/90497,T-322/6,14/08/2022,32948.94,Maya Narain,Chandraa,421559.0
SRO/TN/79970,T-808/8C,04/08/2023,13176.41,Sneha Magar,Kalaiarasan,268669.63
SRO/TN/73977,RS/219/2B,18/08/2023,26257.67,Falan Jain,Mani,593258.01
SRO/TN/86581,RS/219/2B,13/09/2023,26257.67,Mani,Ikbal Dugal,701340.01
SRO/TN/10676,SF/853/5C,23/03/2025,15499.48,Nitesh Sengupta,Manimegalai,13786954.49
SRO/TN/75131,RS/587/1A,08/03/2024,7384.47,Dipta Ray,Chinnasamy,8673407.74
SRO/TN/62672,T-240/6,02/12/2021,14808.22,Ishita Johal,Anbazhagan,28770921.23
SRO/TN/11607,RS/466/2,25/01/2022,38845.09,Darika Sheth,Aarumugam,65615780.28
SRO/TN/60106,RS/694/9A,05/04/2026,12212.61,Jagdish Chana,Ayyanar,611899.5
SRO/TN/57942,RS/750/7D,19/10/2022,49796.71,Daksha Baria,Periyasamy,559405.18
SRO/TN/43496,T-218/8A,15/01/2026,1266.59,Falak Divan,Chinnasamy,6190.41
SRO/TN/17082,RS/302/8,13/08/2024,27564.2,Yuvraj Parekh,Nagammal,537062.75
SRO/TN/43901,T-501/1,01/02/2022,17193.07,Yochana Bawa,Dinesh,115996.53
SRO/TN/15499,RS/487/3D,26/04/2022,10811.91,Abha Ghosh,Marimutthu,96491.6
SRO/TN/12994,RS/348/9,14/05/2025,14441.17,Nidhi Sethi,Baala,21613102.06
SRO/TN/10592,T-317/9C,19/03/2022,2791.94,Girindra Shere,Sundar,8263228.36
SRO/TN/56887,SF/769/8B,25/09/2023,10984.45,Logan Dara,Siva,226248.47
SRO/TN/90469,T-860/8,29/12/2021,17720.07,David Kapadia,Manimegalai,0.0
SRO/TN/24850,RS/25/9,24/08/2025,42069.09,Rudra Rattan,Sundar,566370.01
SRO/TN/46949,SF/315/7C,06/03/2026,8424.69,Frado Lad,Venkat,0.0
SRO/TN/97646,RS/915/6,27/11/2025,8689.59,Anthony Bhattacharyya,Valli,104406.5
SRO/TN/45364,T-395/2,03/11/2023,7454.43,Sachi Dave,Ilangovan,224011.83
SRO/TN/64010,RS/568/2,13/08/2026,28705.38,Garima Das,Saravanan,313866.28
SRO/TN/93222,SF/383/9,20/04/2022,17846.98,Triya Bedi,Anbazhagan,308322.4
SRO/TN/99588,RS/613/5D,16/12/2023,9948.53,Rachita Rana,Raman,163877.11
SRO/TN/19879,T-577/2,13/07/2022,18935.21,Ayushman Raja,Dinesh,0.0
SRO/TN/24131,T-268/8,13/10/2024,14100.39,Orinder Pandya,Periyasamy,0.0
SRO/TN/36503,T-945/1B,03/12/2025,29712.24,Rachit Maharaj,Sundar,682724.19
SRO/TN/78075,SF/807/2B,14/09/2023,8146.66,Sanaya Dixit,Karuppasamy,11935565.32
SRO/TN/36292,T-9/2A,28/02/2022,37858.9,Yatan Merchant,Nagrajan,23824831.67
SRO/TN/36144,SF/240/8,22/08/2022,22032.41,Nisha Srinivas,Jeyaram,388384.9
SRO/TN/45377,RS/583/9A,04/02/2026,2615.3,Gagan Mammen,Vasantha,1851174.42
SRO/TN/47474,SF/903/9C,30/06/2023,25518.3,Laksh Saini,Venkata,20428052.8
SRO/TN/89943,RS/865/7,02/11/2024,11529.11,Zaid Bahl,Vadivel,18443464.21
SRO/TN/30398,RS/546/8,18/02/2025,8335.13,Jagrati Srinivasan,Pathmaa,138749.72
SRO/TN/85076,RS/981/2,24/10/2022,24037.62,Hemangini Thakkar,Pathmaa,442022.39
SRO/TN/81250,T-958/6D,17/05/2023,28800.86,Lipika Madan,Nagammal,188606.35
SRO/TN/60899,SF/795/8D,08/05/2025,32077.82,Atharv Nagar,Kalaivani,229384.69
SRO/TN/50524,T-642/7,01/01/2025,7233.13,Ayushman Mand,Nagarajan,145784.77
SRO/TN/98019,SF/465/7A,28/02/2023,10643.45,Urmi Wagle,Ramaswamy,194944.43
SRO/TN/18515,T-198/2,28/10/2024,17533.64,Viraj Dutta,Sundar,282085.27
SRO/TN/31100,RS/191/4,10/03/2023,37235.77,Yug Khosla,Kannen,1045956.82
SRO/TN/48999,SF/151/8,29/08/2023,11126.0,Daksh Kanda,Jeyaram,67186.59
SRO/TN/46874,T-880/1A,19/10/2023,12832.29,Isha Ghose,Raja,0.0
SRO/TN/62424,T-479/6D,03/10/2022,5333.51,Warjas Nadkarni,Malathi,63519.85
SRO/TN/61847,RS/225/1C,10/06/2026,5897.86,Ayaan Pandey,Muthukumar,60696.74
SRO/TN/54890,SF/410/3D,15/07/2024,23871.64,Raghav Tailor,Gopi,269545.76
SRO/TN/49522,T-935/6,24/02/2023,40630.28,Parth Swaminathan,Rajeswari,516012.38
SRO/TN/60411,SF/183/4,23/07/2023,13158.11,Gautam Bhalla,Venkat,147042.43
SRO/TN/24886,RS/829/6C,08/05/2025,28107.02,Theodore Bahri,Chandra,353245.06
SRO/TN/75265,SF/197/9A,08/12/2025,20474.66,Aadi Narula,Velu,13999279.68
SRO/TN/99515,T-302/3,26/11/2021,9749.4,Kalpit Oak,Ramaswamy,141060.21
SRO/TN/99621,T-84/8D,21/06/2025,17210.61,Ekiya Bhargava,Ilangovan,354862.4
SRO/TN/20620,T-712/8C,21/07/2024,56667.84,Manbir Dhar,Chinnaswamy,899982.47
SRO/TN/21626,SF/463/4A,17/06/2025,16245.2,Janya Bora,Kalaiarasan,198132.69
SRO/TN/80224,SF/303/8B,20/11/2025,42438.83,Meghana Chaudhuri,Rajendran,408486.41
SRO/TN/31880,RS/325/5A,10/08/2024,1839.66,Chasmum Naidu,Muthukumar,10181.94
SRO/TN/32324,T-660/2D,17/10/2023,23743.98,Nakul Sarkar,Dinesh,123980.39
SRO/TN/43257,RS/310/5,24/10/2024,15399.37,Edhitha Ghosh,Gopi,542303.49
SRO/TN/87693,RS/842/1A,05/06/2024,13998.56,Udant Gill,Rajendran,0.0
SRO/TN/18238,RS/349/2,26/08/2022,18220.27,Damyanti Menon,Karthik,0.0
SRO/TN/41108,T-895/3,12/11/2025,3720.22,Peter Agarwal,Subramani,0.0
SRO/TN/41761,SF/582/1,15/05/2023,14648.05,Bachittar Gopal,Thangaraj,116775857.03
SRO/TN/89200,RS/210/7,25/06/2024,20410.83,Timothy Chawla,Balasubramaniam,152588.35
SRO/TN/67505,T-567/3,20/02/2026,51811.82,Lohit Narula,Mahesh,542351.8
SRO/TN/53148,RS/676/9,26/05/2025,9276.97,Wazir Palan,Nagarajan,464802.54
SRO/TN/21124,SF/550/7A,01/02/2026,7357.66,Oliver Chakrabarti,Veluchami,107973.91
SRO/TN/46837,T-487/3B,03/09/2022,9194.85,Sanya Apte,Mahesh,0.0
SRO/TN/90010,SF/539/6B,27/04/2023,27362.26,Shaurya Krish,Arun,407993.3
SRO/TN/67208,SF/426/4,28/01/2022,15899.57,Inaya Kunda,Muthukumaar,160945.05
SRO/TN/43908,RS/683/2C,06/09/2023,9928.73,Aarav Bava,Tamilselvan,145476.14
SRO/TN/52347,SF/517/6A,27/03/2026,29015.38,Raksha Saini,Pandi,0.0
SRO/TN/66989,RS/352/7D,08/02/2024,21696.69,Odika Tailor,Kamala,258730.36
SRO/TN/81330,SF/731/8,26/12/2022,34774.61,Indali Prashad,Sushila,341367.56
SRO/TN/21804,SF/694/5,02/12/2022,28594.73,Varenya Kar,Venkat,309326.08
SRO/TN/13411,T-919/2A,31/08/2022,86885.45,Siya Borah,Marimuthu,165680281.93
SRO/TN/57738,SF/205/2,24/07/2024,49317.93,Chaitaly Bahri,Aroon,530161.21
SRO/TN/93674,T-172/3,28/02/2026,8310.81,Advika Cheema,Saravanan,176465.4
SRO/TN/92517,RS/124/4,02/07/2024,47853.72,Hema Garde,Karthick,521118.0
SRO/TN/34055,RS/45/2,04/03/2023,27065.5,Naveen Borde,Malathi,317523.84
SRO/TN/51215,T-137/6,25/05/2022,22663.61,Hamsini Subramanian,Tamilselvan,196294.37
SRO/TN/55600,T-239/9B,03/02/2023,69359.67,Raagini Gala,Gopee,1375363.69
SRO/TN/76238,RS/511/5,12/12/2025,84937.29,Naksh Bera,Sumathi,724898.39
SRO/TN/54291,T-833/5D,30/04/2024,79195.93,Garima Jha,Marimuthu,1401300.35
SRO/TN/46259,T-228/7B,01/10/2022,17693.05,Nimrat Zachariah,Pazhani,131169.45
SRO/TN/83350,T-563/4,24/09/2025,31350.5,Baghyawati Mishra,Malathi,423723.59
SRO/TN/98030,RS/293/8C,25/04/2025,52783.58,Gopal Bawa,Periyasamy,1183585.15
SRO/TN/81148,RS/21/7A,23/03/2022,79582.14,Vritti Dube,Nagarajan,1728526.26
SRO/TN/70538,RS/465/5A,24/01/2024,26393.08,Jalsa Aggarwal,Venkat,0.0
SRO/TN/46937,RS/994/6A,10/05/2024,30166.05,Gagan Menon,Arun,660540.13
SRO/TN/25017,SF/199/7,16/07/2023,15803.99,Ryan Chatterjee,Meenakshi,163940.15
SRO/TN/52128,RS/36/6C,11/05/2025,17719.1,Samuel Garde,Shanmugam,152874.12
SRO/TN/87552,T-975/3,05/05/2023,69225.12,Finn Solanki,Raja,120593030.07
SRO/TN/33869,RS/170/7,03/08/2025,126354.62,Darika Rao,Mani,459314035.48
SRO/TN/41208,RS/834/3,29/06/2023,37156.01,Vrinda Lanka,Thangaraj,804128.18
SRO/TN/11254,T-428/9A,24/04/2026,88021.25,Lila Goyal,Karuppasamy,1392250.41
SRO/TN/70819,SF/462/4,14/11/2023,55498.99,Lakshmi Pingle,Arun,980285.94
SRO/TN/82513,SF/890/3,21/02/2023,26637.53,Sanaya Basu,Thangaraj,185833478.58
SRO/TN/77105,SF/10/1,19/05/2022,58380.27,Ria Shroff,Ayyanar,1219475.23
SRO/TN/49968,T-440/6,02/10/2024,114506.8,Upkaar Luthra,Muthammal,1051694.65
SRO/TN/84014,RS/895/6D,19/05/2026,31211.54,Matthew Chatterjee,Veluchami,198513.16
SRO/TN/75577,SF/378/8B,27/09/2022,139018.03,Hemangini Sachdev,Kannen,65853261.67
SRO/TN/83018,SF/993/6C,19/10/2021,5305.74,Darsh Ram,Chandra,108629.23
SRO/TN/27873,T-878/2C,15/01/2024,78351.18,Vaishnavi Keer,Naagammal,1047086.33
SRO/TN/75058,T-896/8,13/12/2022,38616.24,Chandani Brar,Chinnasamy,22944692.97
SRO/TN/44983,T-92/2A,05/01/2023,27814.24,Bakhshi Thakkar,Kumaar,211421.59
SRO/TN/18164,T-488/2C,04/04/2025,39669.49,Jai Sen,Suresh,0.0
SRO/TN/74203,T-67/6A,15/05/2022,9096.25,Oliver Kakar,Saravanan,10812553.03
SRO/TN/73972,SF/349/4C,03/02/2026,27944.38,Jonathan Basak,Periyasamy,25916700.6
SRO/TN/38937,T-195/7A,02/05/2023,43685.93,Farhan Saran,Raman,228243.08
SRO/TN/81037,RS/149/5D,21/02/2024,125015.38,Manbir Kuruvilla,Balasubramanian,72835037.14
SRO/TN/75006,T-706/2,27/12/2024,27526.95,Ekalinga Chahal,Murugan,428359.92
SRO/TN/97576,T-957/4C,23/06/2025,21339.65,Mekhala Nanda,Nagrajan,875718.13
SRO/TN/88663,RS/346/7C,17/08/2023,27106.84,Zinal Shanker,Mahesh,49339981.1
SRO/TN/16808,T-877/9A,13/08/2025,81089.52,Oni Chowdhury,Dhinesh,769200.69
SRO/TN/75718,RS/299/3,16/10/2022,54717.32,Mason Divan,Kamala,53419062.04
SRO/TN/98137,SF/386/7C,01/04/2022,19087.09,Hitesh Chaudhuri,Tamilselvan,11254667.47
SRO/TN/38326,SF/122/4A,16/04/2025,54182.14,Hemangini Roy,Siva,1182629.01
SRO/TN/98188,T-456/6,05/02/2023,44940.57,Leela Sunder,Manee,0.0
SRO/TN/59624,SF/814/3A,01/07/2022,75933.39,Baljiwan Gera,Sundar,535991.64
SRO/TN/85868,T-190/7D,23/10/2021,17189.19,Neha Dhawan,Parvathi,184709.92
SRO/TN/76696,SF/989/2,13/06/2022,61005.8,Balvan Randhawa,Velu,232550588.76
SRO/TN/56336,T-166/2B,07/07/2025,41614.96,Wazir Bawa,Murugan,757661.22
SRO/TN/19750,SF/255/5,01/01/2023,6691.49,Amruta Pradhan,Vadivel,307652.3
SRO/TN/81918,SF/705/2C,14/10/2023,35427.22,Geetika Mitter,Tamilselvan,56709504.85
SRO/TN/31121,T-368/5,04/07/2025,18597.01,Avni Swamy,Kannan,91408.99
SRO/TN/76155,RS/693/7C,20/03/2026,16813.53,Vedant Desai,Kumar,205766.9
SRO/TN/28875,T-674/9B,21/07/2024,40917.89,Saanvi Nagi,Kalaiarasan,826631.04
SRO/TN/66676,RS/68/6C,09/08/2023,52963.45,Omaja Chakraborty,Balasubramanian,400286.1
SRO/TN/76313,SF/388/2D,11/07/2024,49399.09,Riya Kakar,Suresh,51159530.95
SRO/TN/73001,T-586/5B,21/09/2024,12970.82,Vedhika Varty,Karuppasamy,19877456.2
SRO/TN/61315,T-992/9B,21/07/2022,19619.47,Daksh Varma,Venkat,128981.14
SRO/TN/57299,SF/147/7B,30/12/2022,41636.6,Dominic Mukhopadhyay,Muthammal,590923.65
SRO/TN/61758,RS/534/4,13/02/2025,68797.14,Krishna Viswanathan,Pazhani,181603856.72
SRO/TN/89376,SF/762/5B,22/05/2026,20299.32,Oscar Hans,Anbazhagan,510263.17
SRO/TN/14817,T-8/7C,20/01/2022,23017.31,Dalbir Krish,Kannan,460682.71
SRO/TN/96381,T-926/4,10/11/2022,9870.28,Tanmayi Bedi,Arumugam,0.0
SRO/TN/99829,SF/298/5A,07/11/2021,10673.81,Rushil Mahal,Nagrajan,237187.09
SRO/TN/71766,T-846/1A,03/02/2023,47755.44,Ucchal Tiwari,Mahesh,84061582.18
SRO/TN/47570,RS/912/3A,25/08/2026,66043.42,Jatin Balasubramanian,Mahesh,616992.53
SRO/TN/82811,SF/160/5,03/12/2023,17802.95,Kashish Suresh,Raja,268588.83
SRO/TN/75064,T-445/1,05/09/2024,42854.42,Peter Som,Suresh,993650.33
SRO/TN/81486,SF/683/4A,12/07/2026,29065.11,Hemangini Gade,Nagammal,356214.61
SRO/TN/32787,RS/514/7,10/05/2022,14575.07,Gautam Mane,Kannan,84326.2
SRO/TN/77116,RS/440/1A,26/01/2022,30101.35,Libni Bawa,Pazhani,640162.37
SRO/TN/55119,SF/885/5C,16/02/2025,97777.87,Tanish Kant,Chinnaswamy,1133031.62
SRO/TN/48629,SF/124/3A,20/11/2025,22407.53,Samuel Luthra,Chinnasamy,241502.58
SRO/TN/46239,RS/538/5C,17/07/2024,95912.7,Yochana Bahri,Mani,0.0
SRO/TN/17838,RS/373/5,12/01/2026,3161.25,Urvi Deo,Kalaiarasan,15158.96
SRO/TN/31501,RS/484/5B,08/07/2025,60139.74,Abhiram Kapur,Sushila,0.0
SRO/TN/67702,T-789/3,08/11/2022,26801.79,Dalaja Maharaj,Chelvam,0.0
SRO/TN/61099,T-394/2,18/07/2025,22282.89,Krisha Palla,Pazhani,14237616.87
SRO/TN/41766,T-457/2,28/07/2025,25634.12,Zayyan Kamdar,Kalairasan,133633.22
SRO/TN/60825,SF/197/7B,19/06/2026,5153.97,Chasmum Verma,Vadivel,53832.27
SRO/TN/25159,RS/430/9B,03/05/2026,18638.55,Harsh Amble,Jeyaram,19420303.46
SRO/TN/20605,SF/449/9A,05/04/2026,29244.66,Barkha Misra,Tamilselvan,180857.9
SRO/TN/62990,SF/901/9A,09/10/2022,100030.0,Vasatika Bhatt,Annamma,2209155.83
SRO/TN/34897,SF/655/3,30/01/2025,18979.88,Aradhana Nair,Suresh,97700.24
SRO/TN/10446,T-356/6,26/08/2026,13816.0,Advika Misra,Karthik,19355528.32
SRO/TN/43454,RS/225/5,26/01/2022,24024.27,Mason Varughese,Ramaswamy,338406.19
SRO/TN/16285,T-650/9,06/04/2025,61975.09,Dakshesh Raval,Ilangovan,31549699.78
SRO/TN/86231,T-744/7,06/05/2025,31842.95,Logan Bal,Veluchami,518556.19
SRO/TN/53875,T-185/5,19/12/2023,14742.45,Chakrika Lad,Venkat,333500.06
SRO/TN/20965,T-540/3C,18/02/2026,32047.9,Nidhi Rama,Raja,95838485.74
SRO/TN/55190,SF/136/4D,11/01/2023,29225.5,Ranveer Oza,Lakshmi,364748.11
SRO/TN/60108,RS/874/2,20/01/2022,56497.13,Vamakshi Parmer,Chelvam,521523.28
SRO/TN/25235,SF/22/1,31/08/2023,44735.52,Onkar Golla,Aiyanar,0.0
SRO/TN/94766,RS/151/6C,13/04/2024,175761.89,Gunbir Sinha,Sumati,0.0
SRO/TN/10374,RS/79/6,16/02/2025,96372.53,Aarna Goswami,Pandi,133829384.38
SRO/TN/82785,SF/696/7,12/04/2023,11323.08,Gaurav Kapadia,Periyasamy,108512.89
SRO/TN/75646,RS/956/5D,20/12/2022,101522.31,Udant Mohanty,Surase,2793345.17
SRO/TN/31739,RS/835/2,15/04/2022,54322.6,Garima Prabhu,Kalaiarasan,46776962.67
SRO/TN/14629,RS/507/7A,22/09/2024,49957.95,Chaitaly Sheth,Venkata,1145497.05
SRO/TN/36218,RS/563/8B,15/07/2024,124729.38,Upma Bera,Kalaiarasan,175474403.01
SRO/TN/85988,T-831/4C,13/05/2022,201422.82,Urmi Hayer,Thangaraj,1510842904.53
SRO/TN/78754,SF/302/8,12/09/2024,155146.66,Lakshmi Wagle,Ayyanar,1827669.16
SRO/TN/78713,SF/986/3A,23/11/2025,39361.43,Odika Bhagat,Saravanan,0.0
SRO/TN/95330,T-892/3,08/01/2022,62593.91,Laksh Iyer,Annamma,438794.25
SRO/TN/46859,RS/762/3C,23/08/2025,84415.02,Nimrat Shankar,Thangaraj,1767247.8
SRO/TN/90887,SF/619/3B,19/01/2023,162982.45,Diya Gole,Kalaiarasan,921400.42
SRO/TN/43363,T-217/7B,05/01/2026,53727.36,Vinaya Natarajan,Rajendran,760557.05
SRO/TN/17645,RS/663/7,23/02/2022,64427.32,Dhriti Bhardwaj,Velu,139867178.93
SRO/TN/53010,RS/193/9,30/08/2026,28954.03,Siya Mahal,Palani,283432.04
SRO/TN/54319,RS/982/7B,05/07/2022,36100.83,Om Dutt,Tamizhelvan,235905.77
SRO/TN/98724,RS/489/1,19/03/2022,131062.65,Gaurang Dayal,Selvam,185421225.75
SRO/TN/42601,T-670/3D,11/03/2022,262033.15,Pushti Raval,Saravanan,7661100.56
SRO/TN/63181,T-397/4,17/09/2022,68780.68,Vansha Rajagopal,Arumugam,495744.71
SRO/TN/96158,RS/561/2A,28/11/2025,176096.87,Baljiwan Walla,Selvam,0.0
SRO/TN/63428,SF/728/8,19/04/2026,112047.14,Kashvi Atwal,Sanmugam,0.0
SRO/TN/34730,SF/373/5A,26/12/2023,49857.42,Rayaan Badami,Pandi,31507633.75
SRO/TN/24850,SF/699/7B,02/08/2024,113045.38,Yuvraj Kara,Ramasamy,86848286.34
SRO/TN/54602,T-841/9,21/04/2025,266927.93,Devika Dayal,Shiva,0.0
SRO/TN/96630,T-96/6A,11/02/2024,67392.78,Leela Thakur,Saravanan,1343318.43
SRO/TN/67330,RS/205/7,23/06/2024,273572.7,Oliver Bhattacharyya,Selvam,1922036716.37
SRO/TN/24420,T-160/8,22/06/2026,8126.1,Chanchal Mannan,Pandi,80971.31
SRO/TN/89118,SF/56/4D,11/01/2024,145650.64,Zinal Viswanathan,Shanmugam,1769143.75
SRO/TN/41171,SF/306/8D,27/05/2024,72947.38,Radha Desai,Raja,1416867.69
SRO/TN/86402,RS/169/4,18/06/2022,68879.16,Vrishti Parmer,Nagammal,0.0
SRO/TN/78786,T-204/2C,24/07/2023,81516.74,Nitesh Raval,Periyaswamy,1180175.84
SRO/TN/18939,SF/462/3C,03/09/2022,16512.15,Vedant Kapur,Baala,261649.95
SRO/TN/99541,SF/616/7,06/05/2022,63974.49,Siddharth Bains,Thangaraj,1259410.81
SRO/TN/43844,RS/515/2C,23/12/2024,93967.88,Jatin Peri,Vasantha,0.0
SRO/TN/35078,RS/117/3A,12/05/2022,246276.42,Keya Kumer,Periyasamy,8673790.15
SRO/TN/17533,T-961/2,21/09/2022,45650.99,Chanakya Chokshi,Periyasamy,2851961.26
SRO/TN/25421,T-103/8B,15/03/2023,42863.89,Chanakya D’Alia,Karuppasamy,846046.31
SRO/TN/20260,SF/877/8,05/01/2026,57649.83,Sachi Rai,Muthukumar,631004.97
