doc_number,survey_number,registration_date,area_sqft,seller,buyer,sale_value
SRO/CH/48586,Sec-22/P-549,16/10/2023,1107.93,Teerth Balan,Mohun,6730747.16
SRO/CH/62290,22/N-550,08/02/2023,773.17,Lakshit Kannan,Mandeep,14052718.83
SRO/CH/83626,Sec-22/J-551,24/05/2022,3217.76,Jonathan Loyal,Balveer,78256458.99
SRO/CH/87158,S22/T-552,03/04/2023,3492.99,Vasatika Iyengar,Prakash,61665893.76
SRO/CH/28349,S22/Q-553,06/01/2024,660.8,Ijaya Menon,Preet,14725272.35
SRO/CH/42655,22/U-554,20/08/2023,5770.85,Warhi Sarin,Ravinder,47893410.72
SRO/CH/41338,Sec-22/L-555,01/06/2026,2499.38,Reyansh Krishna,Ranjeet,49340184.56
SRO/CH/64600,S22/T-556,23/11/2023,5116.84,Rudra Mand,Harjit,92809620.64
SRO/CH/83040,Sec-22/W-557,11/10/2025,586.42,Harshil Muni,Dawinder,10917283.4
SRO/CH/28332,22/V-558,03/03/2023,545.84,Samesh Sura,Surinder,11527235.24
SRO/CH/60966,22/F-559,19/03/2025,1686.49,Sanaya Sampath,Ravinder,164373432.07
SRO/CH/63069,22/G-560,22/04/2022,2618.75,Eiravati Chokshi,Daljeet,511339291.82
SRO/CH/43239,22/V-561,11/05/2022,7526.44,Pushti Iyengar,Ravnit,204467644.06
SRO/CH/10118,22/C-562,21/11/2023,3357.37,Kashvi Bhatt,Suresh,277370080.94
SRO/CH/25485,22/J-563,18/03/2026,1386.28,Oliver Bandi,Prakash,233724280.08
SRO/CH/62935,Sec-22/M-564,09/04/2025,856.7,Nimrat Memon,Baljeet,17795491.14
SRO/CH/47220,22/S-565,24/05/2026,4643.55,Mitali Balan,Jasvinder,500172359.61
SRO/CH/23645,S22/L-566,13/12/2022,721.93,Pranit Naidu,Baljeet,8450695.49
SRO/CH/16827,S22/G-567,22/10/2022,6568.99,Quincy Parmar,Baljeet,132862802.47
SRO/CH/54311,22/A-568,18/12/2025,1359.59,Elijah Kale,Manpreet,11949006.43
SRO/CH/70980,22/C-569,14/11/2025,6232.73,Kamya Dhillon,Surindar,263609324.49
SRO/CH/87166,Sec-22/U-570,18/09/2025,3013.78,Jason Andra,Narinder,26194723.87
SRO/CH/36652,22/C-571,16/09/2025,1574.01,Advay Narasimhan,Surinder,22967057.08
SRO/CH/79739,22/F-572,23/03/2023,1189.3,Udyati Nagy,Karan,19420127.91
SRO/CH/53950,22/Q-573,24/03/2025,1367.45,Dominic Rajan,Arjun,21059732.49
SRO/CH/26826,22/Q-573,07/05/2025,1367.45,Arjun,Simon Vyas,27115559.16
SRO/CH/54545,Sec-22/P-574,06/05/2023,2522.52,Harshil Mall,Amrik,54141515.55
SRO/CH/50249,22/M-575,14/04/2022,1835.68,Oviya Saran,Vikram,67975609.77
SRO/CH/85594,Sec-22/H-576,15/10/2022,1121.92,Ekaja Hora,Amrik,27081518.2
SRO/CH/93952,Sec-22/H-576,24/11/2022,1121.92,Amrik,Chandran Tak,29940754.25
SRO/CH/55395,Sec-22/H-577,20/11/2024,6394.62,Chakradhar Maharaj,Sureesh,137364748.61
SRO/CH/63526,Sec-22/R-578,21/01/2023,12869.86,Jagdish Dash,Satinder,497203994.99
SRO/CH/71983,Sec-22/C-579,05/11/2021,7713.95,Onveer Narain,Karan,70401932.79
SRO/CH/56426,Sec-22/T-580,04/12/2023,5295.84,Warjas Bail,Kuldip,49993091.71
SRO/CH/95758,S22/F-581,20/07/2026,3220.45,Andrew Agrawal,Baljeet,19100176.86
SRO/CH/25507,S22/P-582,20/07/2024,2348.14,Bhavani Deep,Suresh,31266292.99
SRO/CH/38138,22/T-583,31/10/2022,10470.05,Balhaar Walla,Suresh,1077589357.89
SRO/CH/46252,22/T-584,12/08/2023,11074.33,Geetika Babu,Daljeet,153431053.85
SRO/CH/30724,S22/N-585,16/04/2024,1913.18,Upma Chandran,Aman,34402267.53
SRO/CH/60999,S22/Q-586,11/09/2023,18909.37,Charvi Maharaj,Jagtar,3478252250.64
SRO/CH/46034,22/J-587,16/05/2025,8488.2,Hiral Ratta,Surinder,112840299.85
SRO/CH/22184,S22/M-588,25/02/2023,16320.01,Dhriti Tak,Ravinder,610624577.12
SRO/CH/57176,22/Q-589,01/12/2021,1856.02,Maya Misra,Amrik,37926592.18
SRO/CH/84986,Sec-22/G-590,29/01/2024,1816.84,Wakeeta Dara,Karun,26746783.54
SRO/CH/51108,S22/K-591,30/07/2026,4875.94,Harshil Balakrishnan,Daljeet,77107406.15
SRO/CH/45776,Sec-22/T-592,06/08/2023,8033.1,Champak Anne,Jagdeesh,886991366.12
SRO/CH/34127,22/P-593,13/03/2025,21545.24,Henry Naidu,Arjoon,375535558.22
SRO/CH/91228,Sec-22/Q-594,10/10/2022,9171.17,Upkaar Garde,Navjoth,1637419641.06
SRO/CH/33656,Sec-22/J-595,29/04/2023,4407.49,Rayaan Pillay,Harpreet,99679371.06
SRO/CH/61714,S22/U-596,11/04/2025,2362.46,Charles Lad,Parmjit,40437534.6
SRO/CH/16948,22/H-597,30/05/2025,14139.89,Indrajit Bava,Kiran,670940465.84
SRO/CH/61318,22/G-598,15/02/2022,2531.88,Falan Lalla,Mandeep,15130777.96
SRO/CH/62495,22/N-599,28/11/2024,19311.08,Ladli Madan,Arjun,167624361.79
SRO/CH/71731,Sec-22/M-600,10/08/2024,4202.98,Lakshit Sharma,Davinder,23622317.81
SRO/CH/93573,Sec-22/K-601,29/12/2021,18741.89,Jonathan Nagar,Jaswinder,125971881.93
SRO/CH/27874,S22/S-602,10/12/2022,9318.2,Odika Sekhon,Harleen,402612264.26
SRO/CH/22224,Sec-22/F-603,24/09/2022,4715.77,Wridesh Sridhar,Mandip,285112274.81
SRO/CH/20100,S22/N-604,11/02/2023,3474.48,Avni Nagy,Harjeet,46584928.61
SRO/CH/66191,S22/F-605,25/04/2025,4178.33,Upkaar Chanda,Gurmit,51099130.33
SRO/CH/34791,Sec-22/U-606,15/09/2025,7478.33,Chaman Butala,Raaj,233368405.2
SRO/CH/72861,S22/M-607,24/06/2026,5650.4,Xavier Jha,Vikram,79283886.3
SRO/CH/37351,S22/R-608,23/01/2022,3324.65,Falan Talwar,Aman,27527741.59
SRO/CH/35080,Sec-22/D-609,27/02/2026,1546.56,Simon Arya,Harpreet,131044765.77
SRO/CH/87538,S22/G-610,11/07/2025,3207.53,Upadhriti Rajan,Lakhveer,160359903.84
SRO/CH/49160,S22/F-611,18/05/2022,2004.78,Vinaya Cheema,Ranjeet,112597737.68
SRO/CH/48326,S22/K-612,05/11/2021,1320.62,Sathvik Wable,Jaswinder,16073765.33
SRO/CH/43748,S22/N-613,20/06/2023,811.92,Devika Setty,Sureesh,17823927.66
SRO/CH/58339,Sec-22/G-614,21/04/2026,506.12,Yamini Cherian,Gurpreet,8712718.31
SRO/CH/14718,22/C-615,23/12/2024,2632.2,Theodore Patla,Manpreet,84257569.33
SRO/CH/46490,22/R-616,21/03/2022,2702.28,Sneha Varghese,Rajesh,27075145.2
SRO/CH/62280,22/J-617,11/04/2025,417.21,Mugdha Guha,Daljeet,8269541.91
SRO/CH/88313,S22/B-618,15/10/2024,4630.2,Arunima Sampath,Surinder,97801167.33
SRO/CH/46699,S22/N-619,30/03/2026,2091.0,Damyanti Chaudry,Arjun,202236881.66
SRO/CH/13856,22/B-620,20/05/2022,4009.01,Triya Chhabra,Baljit,286333400.72
SRO/CH/98015,22/B-621,04/07/2025,457.04,Wridesh Babu,Ravneet,2851142.48
SRO/CH/53638,S22/G-622,04/04/2025,438.2,Rachit Loke,Parkash,4564457.33
SRO/CH/42262,22/T-623,30/05/2026,1225.25,Vamakshi Wali,Raj,25833981.59
SRO/CH/80249,S22/T-624,15/10/2022,2017.48,Indira Lanka,Prakash,19117312.83
SRO/CH/84541,Sec-22/F-625,30/11/2023,5538.89,Frado Pandya,Raj,99091083.57
SRO/CH/75252,Sec-22/D-626,03/11/2021,2260.42,Simon Dora,Lakhveer,59047649.48
SRO/CH/18636,Sec-22/F-627,30/09/2023,1107.93,Yadavi Sankar,Ravnit,29731153.45
SRO/CH/28106,Sec-22/W-628,18/12/2021,555.09,Chatresh Sastry,Parkash,44585157.2
SRO/CH/36587,22/K-629,25/09/2023,3517.53,Kala Chaudhari,Vickram,33862682.5
SRO/CH/97187,Sec-22/H-630,11/06/2024,616.77,Lavanya Sami,Ashok,11468142.98
SRO/CH/46751,Sec-22/K-631,27/10/2023,4679.17,Chaitaly Gulati,Raajesh,51536657.39
SRO/CH/92527,S22/K-632,01/02/2026,1088.34,Patrick Majumdar,Sukhprith,52026855.16
SRO/CH/25609,22/G-633,16/07/2026,4715.13,Zilmil Sant,Sukhwinder,44463429.12
SRO/CH/56340,Sec-22/J-634,15/09/2024,2308.43,Chandresh Kothari,Gurdeep,39506555.48
SRO/CH/45861,Sec-22/J-635,22/03/2026,1221.49,Theodore Contractor,Ravinder,15674583.0
SRO/CH/11999,Sec-22/A-636,19/07/2026,888.24,Balendra Lata,Jagdish,53759434.62
SRO/CH/70703,S22/Q-637,08/08/2022,1002.12,Dominic Wali,Amrik,18438080.54
SRO/CH/77860,22/W-638,07/11/2024,1827.49,Anya Kara,Harjeet,96908123.32
SRO/CH/27427,S22/B-639,26/08/2024,1384.45,Manya Ramaswamy,Jaswinder,10942554.57
SRO/CH/20236,22/R-640,10/08/2025,811.17,Thomas Loyal,Aman,78699168.35
SRO/CH/68537,Sec-22/K-641,12/12/2025,618.71,Samesh Garg,Jagdish,10552836.2
SRO/CH/40344,22/M-642,27/09/2022,1253.99,Idika Mani,Jagdish,15345599.92
SRO/CH/45575,22/D-643,17/11/2022,781.57,Aarush Chandra,Jasleen,22326395.95
SRO/CH/18555,S22/C-644,28/08/2022,527.22,Yahvi Sood,Baljeet,72934090.97
SRO/CH/75912,22/V-645,04/09/2022,332.71,William Garde,Sukhwinder,7393815.63
SRO/CH/41640,22/U-646,02/10/2021,209.79,Ekaraj Ganesan,Gurpreet,2862753.64
SRO/CH/39773,S22/E-647,15/09/2024,984.25,Gaurangi Shah,Satinder,32038153.14
SRO/CH/57807,S22/R-648,26/12/2022,1072.3,Agastya Som,Karan,20723322.92
SRO/CH/71843,S22/C-649,16/08/2022,159.31,Gaurika Bail,Harpreet,2313984.56
SRO/CH/66163,Sec-22/D-650,13/06/2023,1714.47,Aishani Bose,Ashok,29286507.56
SRO/CH/68255,Sec-22/S-651,14/06/2023,818.92,Aditya Pandey,Jaswinder,17897811.76
SRO/CH/53915,S22/G-652,10/12/2023,1601.88,Aarav Suresh,Gurmeet,26640805.93
SRO/CH/28302,S22/R-653,26/05/2026,178.03,Urmi Choudhary,Kuldip,8113561.73
SRO/CH/22014,S22/W-654,07/06/2022,176.74,Anay Mannan,Sukhwinder,3055681.98
SRO/CH/47808,S22/B-655,03/06/2023,468.88,Yahvi Ganesh,Surinder,19976849.07
SRO/CH/50643,S22/U-656,19/06/2025,766.6,Girindra Chaudhry,Paramjeet,20381930.65
SRO/CH/91842,Sec-22/A-657,31/01/2026,2209.51,Gautami Sethi,Suresh,28977484.97
SRO/CH/69576,S22/S-658,20/05/2026,959.92,Indali Kurian,Aman,18503338.45
SRO/CH/46346,22/H-659,21/10/2023,440.24,Zehaan Patla,Ravinder,4969460.42
SRO/CH/67038,22/B-660,10/10/2024,205.81,Agastya Pandit,Gurmeet,5978684.03
SRO/CH/52785,S22/M-661,02/07/2024,1415.13,Gauri Vasa,Amrik,23678124.16
SRO/CH/98495,Sec-22/M-662,18/06/2023,227.66,Isaiah Madan,Ashok,3337218.78
SRO/CH/52121,22/F-663,02/04/2024,1814.15,Manbir Roy,Manpreet,21985643.89
SRO/CH/20132,Sec-22/Q-664,22/08/2024,416.02,Lucky Parikh,Vikram,3825962.36
SRO/CH/48946,Sec-22/N-665,23/06/2026,1746.23,Azaan Konda,Vickram,39867757.85
SRO/CH/50867,22/G-666,05/08/2023,876.07,Jagvi Jhaveri,Prakash,14308541.39
SRO/CH/50298,S22/P-667,09/05/2022,486.21,Rishi Purohit,Parmjit,9667720.51
SRO/CH/66018,Sec-22/N-668,01/09/2024,336.59,Anusha Sengupta,Amrik,3235380.0
SRO/CH/95527,22/F-669,01/09/2025,367.91,Alka Palla,Ravinder,2516183.81
SRO/CH/86588,Sec-22/J-670,05/07/2025,706.65,Mahika Sahni,Harjeet,7158401.81
SRO/CH/66882,S22/W-671,22/02/2023,570.16,Dayamai Halder,Manjeet,10799958.35
SRO/CH/11350,S22/R-672,13/01/2023,341.86,Zinal Oza,Jaswinder,3269208.91
SRO/CH/94860,22/D-673,16/10/2022,2398.2,Rachita Sha,Lakhveer,22963860.45
SRO/CH/64859,22/M-674,03/12/2021,4514.06,Bhavya Choudhary,Narinder,97939820.34
SRO/CH/28276,S22/V-675,31/01/2024,2590.22,Wishi Din,Jagtar,35537346.48
SRO/CH/27264,Sec-22/V-676,25/08/2024,1795.63,Mason Virk,Taranjeet,33243476.95
SRO/CH/87519,Sec-22/S-677,20/11/2022,1098.03,Nicholas Mitter,Gurpreet,21902767.2
SRO/CH/60873,22/P-678,24/05/2023,787.06,Bhavya Bhattacharyya,Surjeet,10353671.31
SRO/CH/89922,22/B-679,11/12/2022,4010.2,Alexander Setty,Preet,483888562.05
SRO/CH/49760,22/T-680,22/06/2023,4162.94,Teerth Mandal,Balvindar,47768061.81
SRO/CH/41414,Sec-22/N-681,05/01/2024,504.29,Chatresh Suresh,Raaj,8150172.39
SRO/CH/53029,Sec-22/P-682,06/07/2023,7510.4,Abdul Sani,Taranjit,276924701.96
SRO/CH/72085,22/W-683,11/04/2024,3050.7,Aadi Bedi,Rajinder,35029045.4
SRO/CH/68411,Sec-22/Q-684,13/11/2025,5955.77,Lakshit Palla,Jasleen,94148369.95
SRO/CH/94509,S22/P-685,23/04/2026,686.52,Yadavi Dubey,Narinder,72905201.79
SRO/CH/80477,S22/A-686,06/06/2024,635.93,Anika Dhar,Rajinder,6236403.21
SRO/CH/36234,S22/U-687,08/07/2023,1685.2,Rachana Buch,Taranjeet,121210105.28
SRO/CH/66297,S22/A-688,10/03/2023,2721.22,Theodore Balay,Ashok,73268809.17
SRO/CH/81761,S22/P-689,20/04/2024,7754.53,Isha Kothari,Lakhweer,249470576.73
SRO/CH/17421,Sec-22/T-690,20/05/2022,3454.14,Pahal Rastogi,Ravinder,65675352.76
SRO/CH/11335,22/P-691,14/07/2024,1612.22,Advika Mittal,Amaan,63367704.55
SRO/CH/58227,S22/S-692,03/05/2023,807.4,Oscar Sarin,Taranjeet,6475096.41
SRO/CH/15603,Sec-22/L-693,02/11/2025,4643.33,Liam Iyengar,Prakash,70471057.88
SRO/CH/65074,Sec-22/K-694,17/06/2025,812.35,Krishna Saha,Narindar,16460034.03
SRO/CH/98827,Sec-22/B-695,21/06/2024,7080.92,Charvi Mody,Kamaljeet,47989336.56
SRO/CH/18460,22/N-696,16/01/2025,1444.73,Chameli Shenoy,Gurmeet,31820562.08
SRO/CH/99859,Sec-22/U-697,12/04/2024,6354.58,Keya Sarkar,Taranjeet,762718296.6
SRO/CH/79782,S22/H-698,30/05/2022,2938.44,Lakshit Vyas,Gurdeep,19811113.97
SRO/CH/37416,Sec-22/H-699,22/04/2023,1633.85,Dhriti Thakur,Ranjeet,157594323.25
SRO/CH/18756,Sec-22/A-700,07/09/2026,1292.31,Upadhriti Pandya,Raj,10167952.55
SRO/CH/53509,Sec-22/T-701,09/03/2026,1407.16,Unnati Salvi,Preeti,21745201.99
SRO/CH/48978,Sec-22/L-702,03/09/2024,2656.1,Triya Bala,Davinder,32202220.51
SRO/CH/58678,22/C-703,18/12/2023,2093.36,Oviya Chakrabarti,Ranjeet,213379837.89
SRO/CH/36758,S22/E-704,04/03/2026,1143.34,Chasmum Kibe,Paramjeet,14047448.91
SRO/CH/32400,22/U-705,21/06/2026,8363.98,Joshua Memon,Daljeet,133146184.16
SRO/CH/65958,22/R-706,31/01/2024,16542.93,Maya Dass,Mandeep,187576325.93
SRO/CH/63153,22/F-707,11/04/2026,10358.32,Abeer Shere,Narinder,147910063.34
SRO/CH/33259,Sec-22/C-708,05/12/2023,6950.36,Chatura Chad,Narinder,385405161.68
SRO/CH/68161,S22/H-709,13/04/2022,4293.72,Anamika Chhabra,Rajesh,80146098.85
SRO/CH/85189,Sec-22/E-710,28/05/2023,2625.32,Gunbir Mannan,Baljeet,41140734.83
SRO/CH/60112,S22/S-711,27/10/2022,13264.14,Garima Bhat,Sandeep,274797306.64
SRO/CH/22359,S22/N-712,22/06/2023,14100.17,Yasti Bera,Narinder,212119746.75
SRO/CH/49564,Sec-22/P-713,20/03/2022,1422.56,Zaitra Dhawan,Amandeep,12650685.34
SRO/CH/51193,Sec-22/P-714,10/07/2022,24046.12,Laban Kapoor,Raj,817484493.87
SRO/CH/82410,22/H-715,05/08/2023,10778.75,Charvi Mukhopadhyay,Amandeep,1761368405.66
SRO/CH/45993,22/Q-716,28/11/2025,20664.64,Vedhika Iyer,Kiran,144814490.05
SRO/CH/68948,22/C-717,09/02/2025,2363.43,Ekalinga Acharya,Karan,20922117.84
SRO/CH/41547,22/T-718,10/03/2023,2278.07,Jai Venkatesh,Taranjeet,34467806.73
SRO/CH/70359,S22/N-719,08/01/2025,6207.11,Yug Jayaraman,Manjeet,93789342.73
SRO/CH/30488,22/N-720,30/05/2022,10003.65,Urvi Bakshi,Amrik,122309205.38
SRO/CH/15207,S22/N-721,23/02/2022,28794.62,Mahika Bhakta,Suresh,558847559.07
SRO/CH/25468,22/F-722,18/07/2024,11972.79,Charita Ravel,Rajesh,931570788.8
SRO/CH/98894,S22/C-723,06/07/2025,5590.23,Qarin Keer,Mohan,96159080.99
SRO/CH/83682,Sec-22/F-724,11/02/2024,3184.18,Reva Dasgupta,Jagdish,18387296.79
SRO/CH/94506,Sec-22/C-725,04/05/2022,18520.58,Madhav Bains,Ravinder,360755528.3
SRO/CH/60602,Sec-22/H-726,27/10/2025,3455.86,Lucky Khosla,Ravinder,71421953.13
SRO/CH/28420,S22/J-727,06/04/2022,24716.93,Yasti Iyer,Ashok,498946468.96
SRO/CH/97573,22/Q-728,13/02/2023,5477.53,Varsha Mann,Mohun,229634548.75
SRO/CH/19986,Sec-22/S-729,07/04/2024,24950.83,Harish Tailor,Sukhwinder,1859264031.34
SRO/CH/75193,22/U-730,11/03/2022,12028.34,Anvi Raman,Suresh,183223560.13
SRO/CH/19051,22/L-731,08/11/2022,6212.92,Hredhaan Shetty,Sandeep,168305537.87
SRO/CH/97400,S22/R-732,25/05/2022,4406.31,Pavani Divan,Amrik,63219203.91
SRO/CH/64097,S22/S-733,31/01/2024,5388.3,Bhanumati Shankar,Harpreet,516810346.82
SRO/CH/98157,Sec-22/S-734,29/07/2023,9572.66,Lopa Apte,Jagdish,171410741.14
SRO/CH/17984,S22/B-735,02/08/2024,7448.51,Bahadurjit Saxena,Sandip,207575203.12
SRO/CH/68155,Sec-22/E-736,09/08/2022,4327.63,Isha Dewan,Baljeet,59178906.45
SRO/CH/44541,22/E-737,30/06/2022,705.14,Tara Malhotra,Narinder,11410938.64
SRO/CH/65534,Sec-22/D-738,29/01/2022,1419.44,Nathan Parmar,Jaswinder,19515768.31
SRO/CH/70264,22/Q-739,30/09/2024,893.3,Ikshita Vohra,Narindar,14516520.4
SRO/CH/22993,22/H-740,16/02/2022,601.16,Yochana Bhatnagar,Sukhvinder,22490519.46
SRO/CH/12564,S22/B-741,07/07/2022,368.66,Max Pandey,Amaan,5115678.72
SRO/CH/42813,S22/M-742,30/08/2023,244.77,Tripti Dey,Lakhweer,3956834.64
SRO/CH/81692,Sec-22/E-743,05/05/2026,1090.06,Chavvi Ramesh,Jasmine,63606024.02
SRO/CH/98029,S22/K-744,18/12/2023,1237.96,Veda Puri,Ravinder,12904056.2
SRO/CH/75669,S22/J-745,21/11/2024,146.71,Pranit Tripathi,Ravinder,3073782.64
SRO/CH/92856,Sec-22/S-746,09/07/2022,2169.79,Kai Naik,Gurmit,35295794.05
SRO/CH/93157,22/H-747,12/08/2026,988.02,Netra Bir,Vikram,22386586.92
SRO/CH/44455,Sec-22/E-748,31/07/2024,1833.85,Ayushman Dutt,Harleen,45672867.4
SRO/CH/88689,22/J-749,18/07/2023,211.62,Gopal Cherian,Jagtaar,2431300.41
SRO/CH/28396,S22/P-750,02/01/2022,201.39,Vamakshi Naik,Raj,21199799.36
SRO/CH/49499,Sec-22/M-751,02/09/2023,541.53,Warjas Cheema,Gurprith,7344921.82
SRO/CH/19297,S22/U-752,11/02/2025,987.59,Leena Salvi,Suresh,51892684.2
SRO/CH/93613,S22/K-753,21/07/2026,2436.3,David Krishna,Karan,137533750.87
SRO/CH/28664,S22/L-754,02/06/2024,1001.37,Baljiwan Bora,Sukhwinder,97406968.86
SRO/CH/77720,Sec-22/U-755,27/11/2023,483.84,Kavya Balan,Lakhveer,3964078.95
SRO/CH/26629,22/R-756,17/09/2025,244.23,Ekani Chokshi,Jagdish,10932459.36
SRO/CH/89877,Sec-22/K-757,08/01/2022,1552.58,Krishna Deol,Sandeep,11009439.42
SRO/CH/48072,22/T-758,19/01/2023,264.79,Rohan Krishnan,Aman,2702408.98
SRO/CH/26127,Sec-22/N-759,24/11/2023,2122.43,Raksha Mangal,Raj,39544583.38
SRO/CH/45615,22/K-760,23/08/2026,498.8,Saksham Edwin,Jagdish,4875643.48
SRO/CH/14601,Sec-22/V-761,19/05/2023,1978.3,Rehaan Chadha,Mandeep,51750865.85
SRO/CH/55097,22/J-762,14/01/2022,991.46,Gopal Jani,Narinder,9431405.15
SRO/CH/35967,22/N-763,03/06/2025,527.11,Logan Ahluwalia,Jaswinder,19590580.25
SRO/CH/93489,Sec-22/K-764,27/03/2024,402.14,Nikita Bora,Manjeet,32191133.94
SRO/CH/70777,22/V-765,06/09/2024,458.43,Qasim Wable,Daljeet,9001831.31
SRO/CH/17537,22/R-766,30/09/2021,820.21,Ranveer Johal,Manjeet,11501297.02
SRO/CH/78034,Sec-22/P-767,21/11/2021,621.51,Xiti Pandey,Sukhpreet,10613825.82
SRO/CH/64686,22/T-768,31/10/2022,367.16,Lakshit Bhavsar,Jagtar,10805783.8
SRO/CH/72797,22/N-769,16/11/2023,1223.21,Prisha Puri,Manjeet,80828553.51
SRO/CH/76835,22/J-770,30/05/2024,2528.87,Farhan Datta,Manjeet,165616513.08
SRO/CH/27672,S22/M-771,05/03/2022,1422.66,Harrison Dalal,Mohan,20220496.49
SRO/CH/16554,S22/U-772,15/03/2025,1002.01,Vihaan Behl,Narinder,15046537.87
SRO/CH/97759,22/J-773,14/03/2024,649.6,Arin Kapur,Satinder,7594080.07
SRO/CH/61432,Sec-22/W-774,02/05/2023,449.93,Zayan Ramakrishnan,Taranjit,8572492.26
SRO/CH/87612,Sec-22/L-775,10/04/2025,1867.75,Ekansh Dugar,Ravinder,72431330.04
SRO/CH/75820,22/T-776,21/07/2022,2063.12,Falan Warrior,Surinder,25733620.13
SRO/CH/80367,22/A-777,13/02/2025,271.9,Zarna Tella,Narindar,4405363.92
SRO/CH/60286,22/E-778,23/05/2026,3510.75,Mohini Bhandari,Preet,79440457.77
SRO/CH/33499,S22/J-779,07/04/2024,1600.05,Urishilla Lall,Manjeet,77709501.03
SRO/CH/54652,Sec-22/V-780,03/11/2024,3082.24,Bachittar Nigam,Satinder,29546654.25
SRO/CH/71526,S22/F-781,27/07/2026,367.8,Advika Iyer,Harjeet,39661845.94
SRO/CH/96156,22/S-782,29/12/2024,319.36,Daniel Dewan,Harpreet,24097730.89
SRO/CH/20941,Sec-22/P-783,11/07/2026,859.61,Forum Bhatia,Satinder,9627835.35
SRO/CH/75176,S22/W-784,21/05/2022,1527.29,Wakeeta Bora,Surinder,30051948.5
SRO/CH/26710,Sec-22/R-785,13/04/2024,4079.3,Hiral Bobal,Suresh,324684940.62
SRO/CH/51304,Sec-22/N-786,04/05/2025,1666.9,Faris Srinivas,Daljit,48880878.21
SRO/CH/72314,S22/D-787,14/12/2022,790.72,Anika Barman,Suresh,10721377.52
SRO/CH/36877,Sec-22/S-788,11/10/2022,426.47,Balendra Taneja,Taranjeet,11034505.25
SRO/CH/76744,22/B-789,16/11/2023,2795.49,Inaya Sankar,Lakhveer,37809068.16
SRO/CH/23582,Sec-22/A-790,23/07/2025,437.12,Chavvi Kari,Ashok,42152312.27
SRO/CH/10007,22/A-791,18/10/2022,3597.51,Christopher Bal,Jagdish,25483085.09
SRO/CH/33921,S22/T-792,08/03/2024,813.43,Ladli Badami,Manjeet,15546297.26
SRO/CH/87743,22/U-793,23/12/2022,3541.75,Charles Ram,Jaswinder,78900004.37
SRO/CH/75259,Sec-22/F-794,20/08/2024,1816.95,Jeremiah Sani,Gurpreet,18409289.58
SRO/CH/69907,22/N-795,06/09/2024,896.74,Lakshit D’Alia,Prakash,25765019.35
SRO/CH/14195,Sec-22/B-796,07/02/2025,672.74,Jacob Pillai,Rajesh,7138938.93
SRO/CH/23551,Sec-22/L-797,13/07/2023,759.39,Rishi Oza,Karan,13346159.94
SRO/CH/37112,S22/D-798,20/10/2021,1348.82,Dalbir Khanna,Amandip,66162426.72
SRO/CH/96136,S22/U-799,12/07/2025,1096.52,George Anne,Suresh,19375675.01
SRO/CH/43641,Sec-22/M-800,20/01/2026,634.64,Nitara Yadav,Satinder,21773512.01
SRO/CH/91583,S22/E-801,11/02/2025,2275.27,Alexander Krish,Amrik,48070227.7
SRO/CH/18062,S22/S-802,04/05/2022,4242.81,Faraj Bhandari,Arjun,43645343.71
SRO/CH/81942,22/S-803,01/04/2025,2700.23,Reva Gole,Baljeet,90440256.88
SRO/CH/24328,S22/L-804,05/12/2021,1826.31,Caleb Murthy,Baljeet,19303334.22
SRO/CH/97600,22/A-805,22/10/2024,1132.58,Yash Master,Gurpreet,65796298.0
SRO/CH/32312,S22/S-806,15/10/2024,765.64,Mitali Srinivas,Paramjeet,20447550.89
SRO/CH/88296,22/Q-807,26/12/2024,3599.66,Faraj Bose,Sukhpreet,237627760.66
SRO/CH/20011,S22/K-808,28/10/2025,3752.4,Samesh Talwar,Davinder,33826357.77
SRO/CH/48667,22/L-809,19/01/2025,522.37,Thomas Sawhney,Jasmeen,5248483.13
SRO/CH/93237,S22/G-810,15/12/2025,6562.86,Jeevika Master,Arjun,687920269.93
SRO/CH/12167,Sec-22/A-811,12/10/2024,3053.93,Amara Nagar,Lakhveer,89921595.23
SRO/CH/85374,22/R-812,09/11/2022,5326.3,Chatura Pal,Balwinder,60120987.47
SRO/CH/10870,22/M-813,01/02/2025,626.24,Vedika Mammen,Manjit,22784770.59
SRO/CH/37394,Sec-22/G-814,14/07/2023,609.24,Samar Devan,Lakhweer,9978073.57
SRO/CH/66121,S22/K-815,02/09/2026,1729.01,Dalaja Kade,Ranjeet,276251218.86
SRO/CH/29539,Sec-22/L-816,19/07/2023,2803.57,Kashish Dhar,Jaswinder,34441185.77
SRO/CH/38924,S22/V-817,17/04/2022,7743.98,Wahab Sarraf,Narinder,123821508.0
SRO/CH/89794,S22/M-818,19/08/2023,3296.55,Ishaan Bail,Suresh,395790741.05
SRO/CH/80632,22/D-819,07/03/2026,1558.83,Bahadurjit Madan,Manjeet,34353394.01
SRO/CH/75668,S22/H-820,24/07/2022,725.38,Leena Mital,Ravneet,10300824.14
SRO/CH/64670,Sec-22/S-821,23/02/2024,4831.16,Darpan Mallick,Raj,82268861.58
SRO/CH/33371,Sec-22/S-822,18/02/2024,738.4,Warhi Bahl,Gurmeet,8576052.17
SRO/CH/24923,S22/E-823,19/03/2022,6932.38,Leena Sawhney,Ashok,47039003.41
SRO/CH/91123,Sec-22/J-824,08/01/2024,1527.18,Udarsh Jha,Parkash,26144864.97
