property_id,survey_number,area_sq_m,owner_name,tax_due,last_paid,assessment_year
TAX-401-3843,Sec-22/K-694,75.47,Narindar,0.0,2025-10-22,2026
TAX-401-4476,Sec-22/B-695,657.84,Kamaljit,60331.82,2026-01-05,2026
TAX-401-2857,22/N-696,134.22,Gurmit,11042.77,2025-10-03,2026
TAX-401-6828,Sec-22/U-697,467.72,Taranjit,300925.23,2025-10-22,2026
TAX-401-7152,S22/H-698,272.99,Gurdip,10772.54,2026-05-16,2026
TAX-401-9098,Sec-22/H-699,151.79,Ranjit,98516.39,2025-09-17,2026
TAX-401-9129,Sec-22/A-700,120.06,Raaj,16237.0,2026-07-15,2026
TAX-401-8230,Sec-22/T-701,130.73,Preeti,8011.07,2026-07-11,2026
TAX-401-4826,Sec-22/L-702,246.76,Dawinder,5776.3,2025-12-16,2026
TAX-401-2584,,194.48,Ranjit,164757.17,2026-08-06,2026
TAX-401-1590,S22/E-704,106.22,Parmjit,5014.88,2026-05-16,2026
TAX-401-7998,22/U-705,777.04,Daljit,48264.71,2026-03-13,2026
TAX-401-7586,22/R-706,1536.89,Mandip,268591.52,2026-07-01,2026
TAX-401-9295,,962.32,Narindar,38234.39,2026-08-26,2026
TAX-401-8929,Sec-22/C-708,645.71,Narindar,148791.58,2025-09-20,2026
TAX-401-1573,S22/H-709,398.9,Raajesh,9960.5,2026-09-21,2026
TAX-401-1751,Sec-22/E-710,243.9,Baljit,12679.88,2026-08-13,2026
TAX-401-6825,S22/S-711,1232.28,Sandip,169871.46,2026-09-08,2026
TAX-401-2613,S22/N-712,1309.95,Narindar,121968.07,2026-07-26,2026
TAX-401-8261,Sec-22/P-713,132.16,Amandip,8314.12,2026-08-24,2026
TAX-401-4343,,2233.96,Raaj,267524.93,2026-05-13,2026
TAX-401-8896,22/H-715,1001.38,Amandip,553565.79,2025-11-22,2026
TAX-401-9062,22/Q-716,1919.81,Kiren,66876.17,2026-01-25,2026
TAX-401-1224,22/C-717,219.57,Karun,25519.96,2025-10-09,2026
TAX-401-9426,22/T-718,177.33,Taranjit,6053.35,2026-07-01,2026
TAX-401-9164,S22/N-719,576.66,Manjit,51545.08,2025-12-10,2026
TAX-401-7820,22/N-720,929.37,Amreek,113378.89,2025-11-11,2026
TAX-401-3290,S22/N-721,2675.11,Sureesh,131002.36,2025-10-26,2026
TAX-401-5587,,1112.31,Raajesh,382600.54,2025-11-04,2026
TAX-401-1255,S22/C-723,519.35,Mohun,66749.56,2026-07-11,2026
TAX-401-8845,Sec-22/F-724,295.82,Jagdeesh,13092.41,2026-04-20,2026
TAX-401-5344,Sec-22/C-725,1720.62,Rawinder,73902.19,2025-09-11,2026
TAX-401-8538,Sec-22/H-726,321.06,Rawinder,18907.72,2025-10-17,2026
TAX-401-3080,S22/J-727,2296.28,Ashoke,217194.12,2026-09-02,2026
TAX-401-3312,22/Q-728,508.88,Mohun,0.0,2026-08-09,2026
TAX-401-6044,Sec-22/S-729,2318.01,Sukhvinder,1257671.5,2025-09-14,2026
TAX-401-4513,22/U-730,1117.47,Sureesh,97867.71,2026-03-13,2026
TAX-401-1696,22/L-731,577.2,Sandip,169512.03,2026-04-20,2026
TAX-401-7916,S22/R-732,409.36,Amreek,17364.65,2025-10-22,2026
TAX-401-5837,S22/S-733,500.59,Harprith,179807.21,2026-09-21,2026
TAX-401-3157,Sec-22/S-734,889.33,Jagdeesh,33938.45,2026-07-12,2026
TAX-401-9684,S22/B-735,691.99,Sandip,15189.0,2025-08-26,2026
TAX-401-2744,,402.05,Baljit,11214.75,2026-06-03,2026
TAX-401-1072,22/E-737,65.51,Narindar,5247.03,2026-03-08,2026
TAX-401-7559,Sec-22/D-738,131.87,Jasvinder,14999.38,2026-09-05,2026
TAX-401-9822,,82.99,Narindar,0.0,2025-08-23,2026
TAX-401-7329,22/H-740,55.85,Sukhvinder,3670.85,2026-07-12,2026
TAX-401-6123,S22/B-741,34.25,Amaan,1328.31,2026-06-25,2026
TAX-401-7457,S22/M-742,22.74,Lakhweer,1943.68,2025-12-05,2026
TAX-401-7939,,101.27,Jasmine,96630.88,2025-08-27,2026
TAX-401-2262,S22/K-744,115.01,Rawinder,15603.71,2026-02-11,2026
TAX-401-6123,S22/J-745,13.63,Rawinder,857.07,2026-03-04,2026
TAX-401-3077,Sec-22/S-746,201.58,Gurmit,26050.21,2026-06-19,2026
TAX-401-1406,22/H-747,91.79,Vickram,12087.97,2025-08-30,2026
TAX-401-6549,Sec-22/E-748,170.37,Harlin,34289.58,2025-11-15,2026
TAX-401-2582,22/J-749,19.66,Jagtaar,1273.79,2026-01-12,2026
TAX-401-8950,S22/P-750,18.71,Raaj,3000.37,2025-10-13,2026
TAX-401-4357,Sec-22/M-751,50.31,Gurprith,0.0,2026-02-17,2026
TAX-401-1083,S22/U-752,91.75,Sureesh,29148.99,2026-08-23,2026
TAX-401-7690,S22/K-753,226.34,Karun,72484.79,2025-10-15,2026
TAX-401-2079,,93.03,Sukhvinder,73865.78,2026-08-07,2026
TAX-401-1318,Sec-22/U-755,44.95,Lakhweer,13350.13,2025-11-10,2026
TAX-401-2712,22/R-756,22.69,Jagdeesh,0.0,2026-07-31,2026
TAX-401-1411,Sec-22/K-757,144.24,Sandip,21606.02,2026-05-08,2026
TAX-401-5394,22/T-758,24.6,Amaan,2811.88,2026-08-15,2026
TAX-401-8427,Sec-22/N-759,197.18,Raaj,0.0,2025-11-19,2026
TAX-401-3765,22/K-760,46.34,Jagdeesh,4763.91,2026-01-28,2026
TAX-401-4278,Sec-22/V-761,183.79,Mandip,40876.79,2025-12-26,2026
TAX-401-4845,,92.11,Narindar,2197.75,2026-04-02,2026
TAX-401-7194,22/N-763,48.97,Jasvinder,39842.61,2025-11-18,2026
TAX-401-3095,Sec-22/K-764,37.36,Manjit,35821.44,2025-08-25,2026
TAX-401-2947,22/V-765,42.59,Daljit,3387.35,2026-04-18,2026
TAX-401-1163,22/R-766,76.2,Manjit,4745.52,2026-01-24,2026
TAX-401-2207,Sec-22/P-767,57.74,Sukhprith,7776.63,2026-01-27,2026
TAX-401-7275,22/T-768,34.11,Jagtaar,4278.86,2025-09-13,2026
TAX-401-5071,22/N-769,113.64,Manjit,68169.84,2026-07-31,2026
TAX-401-3628,22/J-770,234.94,Manjit,133566.19,2026-02-19,2026
TAX-401-8649,,132.17,Mohun,15354.07,2026-06-15,2026
TAX-401-3311,S22/U-772,109.12,Narindar,12981.1,2026-01-16,2026
TAX-401-3982,22/J-773,60.35,Satindar,8592.14,2025-10-11,2026
TAX-401-2172,Sec-22/W-774,41.8,Taranjit,2077.54,2026-06-20,2026
TAX-401-7964,Sec-22/L-775,173.52,Rawinder,79986.85,2025-12-08,2026
TAX-401-7153,22/T-776,191.67,Surindar,25587.71,2026-03-19,2026
TAX-401-9575,22/A-777,25.26,Narindar,2661.71,2026-05-14,2026
TAX-401-1730,22/E-778,326.16,Preeti,38766.05,2026-04-06,2026
TAX-401-6036,S22/J-779,148.65,Manjit,3457.19,2026-04-20,2026
TAX-401-3217,Sec-22/V-780,286.35,Satindar,0.0,2025-10-10,2026
TAX-401-2148,S22/F-781,34.17,Harjit,15472.72,2026-01-13,2026
TAX-401-9561,22/S-782,29.67,Harprith,24960.34,2025-10-12,2026
TAX-401-2997,Sec-22/P-783,79.86,Satindar,7798.85,2026-05-10,2026
TAX-401-9853,S22/W-784,141.89,Surindar,18147.6,2026-08-31,2026
TAX-401-6520,Sec-22/R-785,378.98,Sureesh,359988.16,2026-04-08,2026
TAX-401-6200,Sec-22/N-786,154.86,Daljit,0.0,2026-08-27,2026
TAX-401-2059,S22/D-787,73.46,Sureesh,2995.22,2026-08-25,2026
TAX-401-3266,Sec-22/S-788,39.62,Taranjit,0.0,2026-07-07,2026
TAX-401-4707,22/B-789,259.71,Lakhweer,12337.5,2026-05-10,2026
TAX-401-8869,Sec-22/A-790,40.61,Ashoke,13088.14,2026-06-16,2026
TAX-401-9892,22/A-791,334.22,Jagdeesh,13065.68,2026-04-11,2026
TAX-401-1101,S22/T-792,75.57,Manjit,5555.32,2026-08-09,2026
TAX-401-7737,22/U-793,329.04,Jasvinder,15446.91,2026-09-21,2026
TAX-401-8840,,168.8,Gurprith,12685.0,2025-10-14,2026
TAX-401-4457,22/N-795,83.31,Parkash,0.0,2026-05-09,2026
TAX-401-2669,Sec-22/B-796,62.5,Raajesh,6554.06,2025-08-20,2026
TAX-401-5436,Sec-22/L-797,70.55,Karun,9293.95,2026-05-30,2026
TAX-401-2882,S22/D-798,125.31,Amandip,10516.5,2026-02-21,2026
TAX-401-5171,S22/U-799,101.87,Sureesh,35676.4,2026-08-07,2026
TAX-401-1155,Sec-22/M-800,58.96,Satindar,47930.08,2025-09-25,2026
TAX-401-4175,S22/E-801,211.38,Amreek,0.0,2026-01-16,2026
TAX-401-1868,S22/S-802,394.17,Arjoon,27811.49,2026-05-14,2026
TAX-401-9015,22/S-803,250.86,Baljit,0.0,2026-07-02,2026
TAX-401-5749,S22/L-804,169.67,Baljit,5590.29,2025-11-25,2026
TAX-401-2291,22/A-805,105.22,Gurprith,11361.3,2025-12-18,2026
TAX-401-5163,S22/S-806,71.13,Parmjit,0.0,2026-07-03,2026
TAX-401-7708,22/Q-807,334.42,Sukhprith,299348.79,2025-09-24,2026
TAX-401-4998,S22/K-808,348.61,Dawinder,19254.5,2026-03-10,2026
TAX-401-5806,22/L-809,48.53,Jasmine,5749.54,2025-09-23,2026
TAX-401-8645,S22/G-810,609.71,Arjoon,370375.83,2026-03-05,2026
TAX-401-9429,Sec-22/A-811,283.72,Lakhweer,146349.69,2026-05-05,2026
TAX-401-4105,22/R-812,494.83,Balvindar,62876.43,2025-10-26,2026
TAX-401-6809,22/M-813,58.18,Manjit,0.0,2025-09-25,2026
TAX-401-9700,Sec-22/G-814,56.6,Lakhweer,3603.9,2025-10-13,2026
TAX-401-8354,,160.63,Ranjit,27767.06,2026-03-12,2026
TAX-401-7017,Sec-22/L-816,260.46,Jasvinder,30621.28,2026-07-12,2026
TAX-401-8335,S22/V-817,719.44,Narindar,75829.76,2025-09-26,2026
TAX-401-1688,,306.26,Sureesh,145350.59,2025-12-06,2026
TAX-401-8339,22/D-819,144.82,Manjit,10653.52,2025-11-21,2026
TAX-401-3287,S22/H-820,67.39,Ravnit,9955.32,2025-12-12,2026
TAX-401-6080,Sec-22/S-821,448.83,Raaj,51387.68,2025-09-03,2026
TAX-401-4984,,68.6,Gurmit,6999.37,2025-09-04,2026
TAX-401-7398,S22/E-823,644.04,Ashoke,69707.46,2026-09-07,2026
TAX-401-7085,Sec-22/J-824,141.88,Parkash,14190.57,2025-12-25,2026
TAX-401-6210,22/F-825,586.7,Manjit,16658.78,2025-09-03,2026
TAX-401-7963,22/K-826,291.86,Sureesh,37429.58,2026-08-06,2026
TAX-401-1132,S22/G-827,153.49,Amarjit,13634.07,2026-04-03,2026
TAX-401-8462,S22/G-828,108.0,Parkash,9603.02,2026-09-02,2026
TAX-401-5414,22/N-829,134.85,Raaj,6638.57,2026-08-28,2026
TAX-401-5169,22/H-830,308.45,Rajindar,13846.08,2026-02-11,2026
TAX-401-1835,22/R-831,179.04,Mandip,14971.98,2025-11-17,2026
TAX-401-9495,22/U-832,108.31,Vickram,14852.95,2026-05-25,2026
TAX-401-4942,22/B-833,177.51,Lakhweer,8468.62,2026-02-12,2026
TAX-401-5372,22/V-834,281.81,Sandip,34587.67,2026-08-17,2026
TAX-401-2687,Sec-22/M-835,180.5,Sukhvinder,24086.98,2026-06-20,2026
TAX-401-7841,,115.36,Baljit,7606.22,2026-01-17,2026
TAX-401-7111,,76.51,Jasvinder,2167.2,2025-09-24,2026
TAX-401-9325,22/T-838,45.57,Simren,6183.72,2025-10-29,2026
TAX-401-6971,22/R-839,231.54,Kuldip,28870.56,2025-08-30,2026
TAX-401-3823,Sec-22/G-840,252.53,Harjit,5258.93,2026-09-08,2026
TAX-401-6859,22/P-841,36.07,Mandip,1840.91,2025-12-16,2026
TAX-401-9846,,403.82,Karun,189369.49,2026-03-30,2026
TAX-401-5828,,182.44,Gurmit,0.0,2025-08-18,2026
TAX-401-1143,Sec-22/E-844,356.68,Jaslin,101708.03,2026-08-13,2026
TAX-401-3652,Sec-22/H-845,40.45,Arjoon,1964.45,2025-11-07,2026
TAX-401-9264,22/P-846,41.46,Jasvinder,4527.81,2026-07-18,2026
TAX-401-7905,Sec-22/P-847,102.2,Karun,12700.29,2025-10-07,2026
TAX-401-6682,22/W-848,168.58,Harjit,7618.9,2026-02-20,2026
TAX-401-2894,S22/P-849,486.67,Harsimren,372647.22,2026-02-06,2026
TAX-401-4221,Sec-22/S-850,205.15,Jaslin,11403.96,2025-10-19,2026
TAX-401-8388,S22/G-851,97.43,Satindar,13136.72,2026-01-05,2026
TAX-401-4983,,47.62,Ashoke,0.0,2026-01-06,2026
TAX-401-5517,Sec-22/E-853,317.48,Taranjit,0.0,2025-10-05,2026
TAX-401-4021,,63.89,Ranjit,4217.66,2026-08-26,2026
TAX-401-3026,Sec-22/W-855,424.53,Gurmit,48132.48,2026-01-10,2026
TAX-401-2404,Sec-22/P-856,77.74,Puja,5459.96,2026-09-18,2026
TAX-401-5559,Sec-22/K-857,419.39,Manjit,28131.11,2026-06-02,2026
TAX-401-2953,,200.36,Aneeta,20124.56,2026-01-08,2026
TAX-401-8876,22/D-859,107.21,Rawinder,3116.92,2025-08-18,2026
TAX-401-8128,Sec-22/C-860,77.68,Satindar,10580.2,2026-07-04,2026
TAX-401-3245,S22/K-861,77.48,Manjit,0.0,2026-06-27,2026
TAX-401-4207,22/W-862,193.68,Narindar,169893.11,2026-05-24,2026
TAX-401-3313,22/A-863,126.34,Manjit,45398.55,2026-04-01,2026
TAX-401-9627,S22/E-864,74.46,Taranjit,2849.8,2025-09-02,2026
TAX-401-4678,Sec-22/D-865,72.65,Baljit,46730.58,2025-12-21,2026
TAX-401-1861,Sec-22/U-866,142.28,Aneeta,34557.97,2026-06-22,2026
TAX-401-9600,,76.96,Amreek,9816.0,2026-06-16,2026
TAX-401-7963,22/U-868,50.94,Arjoon,21210.42,2026-08-20,2026
TAX-401-5913,S22/U-869,33.91,Gurdip,1237.27,2025-08-22,2026
TAX-401-2386,Sec-22/N-870,22.05,Raajesh,1129.2,2025-10-10,2026
TAX-401-7024,22/R-871,109.0,Dawinder,13178.87,2026-05-08,2026
TAX-401-7189,22/R-872,109.36,Surindar,14934.4,2026-06-29,2026
TAX-401-6710,S22/G-873,18.42,Jagdeesh,1780.48,2025-08-18,2026
TAX-401-2157,,199.42,Harsimren,29417.11,2025-08-25,2026
TAX-401-2758,S22/D-875,89.99,Balweer,0.0,2026-08-29,2026
TAX-401-3619,S22/H-876,175.02,Gurprith,7480.71,2026-01-17,2026
TAX-401-3488,22/L-877,18.26,Jasmine,1544.9,2025-10-12,2026
TAX-401-5627,S22/N-878,19.34,Mohun,1974.99,2026-08-10,2026
TAX-401-8647,Sec-22/U-879,48.23,Daljit,4304.36,2026-06-24,2026
TAX-401-7768,,73.85,Satindar,10488.84,2026-03-26,2026
TAX-401-9608,Sec-22/U-881,237.92,Mohun,34931.12,2026-02-05,2026
TAX-401-3442,22/R-882,99.63,Harprith,0.0,2025-11-14,2026
TAX-401-6897,,44.21,Amarjit,0.0,2026-04-26,2026
TAX-401-6588,22/D-884,25.97,Vickram,1616.7,2025-12-30,2026
TAX-401-4206,S22/R-885,161.1,Jagtaar,21565.58,2025-10-30,2026
TAX-401-3442,S22/D-886,34.93,Raajesh,3471.65,2026-08-02,2026
TAX-401-3606,,226.12,Raajesh,0.0,2026-04-08,2026
TAX-401-9754,22/K-888,56.24,Mohun,2979.58,2025-11-17,2026
TAX-401-8621,22/J-889,198.24,Daljit,20835.52,2025-10-31,2026
TAX-401-7397,Sec-22/Q-890,84.35,Mohun,8342.18,2026-01-21,2026
TAX-401-7928,S22/U-891,48.2,Jagdeesh,4505.9,2026-08-17,2026
TAX-401-4919,22/L-892,37.65,Parkash,4390.32,2025-11-11,2026
TAX-401-2667,Sec-22/J-893,49.05,Jasvinder,0.0,2026-02-05,2026
TAX-401-3858,22/C-894,81.57,Amreek,11300.68,2025-08-21,2026
TAX-401-4143,Sec-22/L-895,59.96,Sukhvinder,0.0,2026-04-22,2026
TAX-401-3061,22/W-896,35.46,Raajesh,936.66,2026-03-25,2026
TAX-401-5017,S22/G-897,379.28,Dawinder,24618.44,2026-05-08,2026
TAX-401-8336,S22/F-898,791.15,Raajesh,68550.38,2026-04-01,2026
TAX-401-7447,22/K-899,332.15,Baljit,0.0,2025-10-30,2026
TAX-401-8285,Sec-22/T-900,299.2,Gurmit,59174.93,2025-11-16,2026
TAX-401-3888,22/P-901,181.99,Harprith,6164.45,2026-04-03,2026
TAX-401-7037,Sec-22/T-902,112.99,Manjit,8534.07,2025-08-30,2026
TAX-401-8485,22/J-903,587.11,Raaj,13143.32,2026-02-02,2026
TAX-401-4122,Sec-22/J-904,657.56,Daljit,276324.71,2026-06-19,2026
TAX-401-4737,,117.69,Amaan,66034.67,2026-01-12,2026
TAX-401-5942,Sec-22/C-906,991.21,Gurmit,0.0,2026-06-26,2026
TAX-401-2881,S22/V-907,460.29,Simren,259403.2,2025-09-25,2026
TAX-401-5091,S22/P-908,956.55,Amreek,33657.72,2026-07-25,2026
TAX-401-7626,S22/H-909,107.25,Sandip,15409.97,2026-07-05,2026
TAX-401-1809,S22/G-910,109.53,Daljit,8665.88,2025-12-02,2026
TAX-401-9811,22/H-911,258.25,Surindar,11536.51,2026-02-06,2026
TAX-401-6562,S22/C-912,421.06,Lakhweer,407073.53,2025-08-22,2026
TAX-401-7254,22/B-913,1261.31,Satindar,159452.38,2026-01-12,2026
TAX-401-6859,S22/U-914,521.17,Lakhweer,0.0,2026-01-19,2026
TAX-401-2616,Sec-22/E-915,246.82,Ranjit,29532.88,2025-12-21,2026
TAX-401-8661,Sec-22/D-916,134.89,Vickram,36062.06,2026-08-25,2026
TAX-401-3059,S22/D-917,1061.27,Karun,944956.44,2025-09-25,2026
TAX-401-2954,,149.07,Sukhvinder,18231.5,2026-06-17,2026
TAX-401-8283,S22/P-919,1084.49,Amaan,38441.4,2026-08-01,2026
TAX-401-4446,,249.38,Manjit,115143.18,2026-07-11,2026
TAX-401-8903,Sec-22/L-921,1087.34,Rawinder,838881.54,2026-06-17,2026
TAX-401-9317,,503.2,Sandip,0.0,2026-07-17,2026
TAX-401-2156,22/S-923,264.1,Sukhvinder,86088.83,2026-02-10,2026
TAX-401-5801,S22/D-924,193.94,Vickram,31170.8,2026-08-03,2026
TAX-401-5853,Sec-22/E-925,229.59,Jasvinder,8450.33,2026-03-21,2026
TAX-401-8684,Sec-22/P-926,411.15,Amandip,171453.09,2026-08-07,2026
TAX-401-4788,,328.11,Kuldip,21548.7,2026-07-09,2026
TAX-401-7812,22/P-928,186.44,Vickram,6173.73,2026-03-11,2026
TAX-401-1553,S22/L-929,983.56,Preeti,58791.5,2025-10-04,2026
TAX-401-4566,S22/H-930,1817.76,Balweer,122428.42,2025-10-22,2026
TAX-401-1023,S22/V-931,1144.92,Jaslin,0.0,2026-07-19,2026
TAX-401-3645,,784.76,Mohun,184545.25,2025-10-05,2026
TAX-401-9180,Sec-22/R-933,494.63,Daljit,75030.26,2025-10-19,2026
TAX-401-7415,S22/C-934,297.04,Ranjit,27597.06,2025-10-16,2026
TAX-401-9035,22/N-935,1495.46,Amaan,710444.16,2025-10-21,2026
TAX-401-4788,S22/T-936,1574.93,Mohun,55222.32,2026-01-28,2026
TAX-401-2626,S22/H-937,247.15,Gurmit,166947.27,2026-05-04,2026
TAX-401-8475,22/P-938,2679.31,Rawinder,357027.97,2026-03-17,2026
TAX-401-7360,22/L-939,1203.13,Harsimren,903845.01,2026-04-30,2026
TAX-401-2478,Sec-22/U-940,2334.47,Ranjit,148166.11,2026-08-15,2026
TAX-401-6332,Sec-22/D-941,254.41,Amandip,14201.47,2026-02-02,2026
TAX-401-8226,22/T-942,267.72,Raaj,30549.04,2026-01-24,2026
TAX-401-1572,22/Q-943,684.03,Sandip,15187.15,2026-06-28,2026
TAX-401-8732,22/A-944,1166.24,Balvindar,107354.78,2025-10-14,2026
TAX-401-6520,,3187.97,Surindar,371853.52,2026-08-16,2026
TAX-401-7478,22/Q-946,1320.77,Baljit,1028484.34,2026-03-12,2026
TAX-401-1092,Sec-22/S-947,640.9,Parkash,69533.52,2025-10-14,2026
TAX-401-1571,22/C-948,297.58,Dawinder,25080.55,2026-08-23,2026
TAX-401-7601,22/C-949,2053.0,Daljit,1581852.92,2026-01-21,2026
TAX-401-6285,Sec-22/L-950,350.51,Balweer,28897.35,2025-11-14,2026
TAX-401-8512,S22/A-951,2756.57,Mandip,0.0,2026-08-27,2026
TAX-401-9887,Sec-22/M-952,613.44,Parmjit,63893.9,2026-02-11,2026
TAX-401-3682,Sec-22/M-953,3566.63,Taranjit,294332.77,2026-04-07,2026
TAX-401-5218,S22/L-954,1304.29,Ranee,125176.78,2026-06-20,2026
TAX-401-4258,22/L-955,684.79,Jasvinder,82600.24,2026-06-18,2026
TAX-401-7335,S22/W-956,497.73,Parkash,37083.57,2026-06-30,2026
TAX-401-2078,22/T-957,592.38,Gurmit,21514.25,2026-01-19,2026
TAX-401-5717,22/R-958,895.24,Jagdeesh,57040.44,2026-07-20,2026
TAX-401-7142,22/J-959,815.89,Taranjit,282989.08,2025-10-05,2026
TAX-401-8293,Sec-22/U-960,474.64,Surindar,25829.71,2025-11-26,2026
TAX-401-7851,22/E-961,182.65,Nilam,140918.99,2025-10-12,2026
TAX-401-9823,22/T-962,340.35,Lakhweer,91216.9,2026-05-22,2026
TAX-401-4756,Sec-22/J-963,208.47,Amreek,123617.91,2025-12-18,2026
TAX-401-6408,Sec-22/U-964,140.69,Sandip,8158.71,2026-01-12,2026
TAX-401-1469,S22/H-965,88.27,Jasmine,38816.13,2025-12-25,2026
TAX-401-1488,Sec-22/J-966,62.49,Baljit,3798.72,2025-12-02,2026
TAX-401-3266,S22/M-967,279.08,Mohun,34857.15,2025-10-03,2026
TAX-401-9064,Sec-22/S-968,296.97,Manjit,89110.69,2026-05-17,2026
TAX-401-4983,S22/A-969,36.72,Parmjit,32859.16,2026-07-25,2026
TAX-401-6675,Sec-22/N-970,514.79,Sukhvinder,451483.46,2025-12-24,2026
TAX-401-3586,Sec-22/F-971,161.27,Amreek,28519.34,2026-02-05,2026
TAX-401-1286,22/Q-972,438.5,Sureesh,317746.51,2026-06-17,2026
TAX-401-4522,,50.93,Vickram,5833.37,2026-01-03,2026
TAX-401-9861,22/A-974,50.93,Jasvinder,4783.11,2026-06-06,2026
TAX-401-9814,22/C-975,125.55,Sureesh,16356.18,2026-03-16,2026
TAX-401-9815,Sec-22/H-976,229.9,Manjit,24130.39,2026-07-12,2026
TAX-401-3883,Sec-22/H-977,578.35,Rawinder,35303.57,2026-03-23,2026
TAX-401-8869,S22/V-978,259.63,Jasvinder,111409.75,2026-07-04,2026
TAX-401-5277,Sec-22/E-979,119.58,Raaj,10217.34,2026-07-01,2026
TAX-401-9727,Sec-22/B-980,58.07,Raajesh,5200.11,2025-10-19,2026
TAX-401-1460,Sec-22/V-981,382.13,Sureesh,12340.15,2026-02-27,2026
TAX-401-7037,,61.09,Sandip,38601.7,2025-09-25,2026
TAX-401-6689,22/T-983,536.22,Harjit,70758.8,2025-09-06,2026
TAX-401-4154,22/N-984,126.49,Gurprith,2814.49,2025-09-10,2026
TAX-401-6071,S22/K-985,503.72,Jagdeesh,15780.14,2026-05-17,2026
TAX-401-7621,,246.87,Harprith,85171.49,2025-11-23,2026
TAX-401-5975,22/N-987,130.51,Manjit,13954.94,2026-03-16,2026
TAX-401-9210,S22/J-988,96.16,Ranjit,7875.92,2025-12-10,2026
TAX-401-5128,,105.26,Arjoon,10013.68,2026-03-02,2026
TAX-401-3779,S22/M-990,208.97,Surindar,7926.25,2025-08-21,2026
TAX-401-6267,22/S-991,148.6,Taranjit,7193.78,2026-03-30,2026
TAX-401-7541,S22/H-992,117.25,Amreek,3728.21,2026-06-15,2026
TAX-401-4681,22/N-993,73.44,Mohun,5293.21,2026-09-21,2026
TAX-401-1710,22/U-994,143.16,Gurdip,8562.55,2026-06-14,2026
TAX-401-1724,22/A-995,88.63,Narindar,4483.37,2026-03-19,2026
TAX-401-8709,22/W-996,59.5,Ravnit,2269.86,2025-11-10,2026
TAX-401-5621,22/V-997,38.7,Jagtaar,3152.33,2026-06-14,2026
TAX-401-5482,22/R-998,28.59,Gurprith,4048.22,2026-01-20,2026
TAX-401-9057,S22/J-999,114.67,Gurprith,9176.71,2026-06-10,2026
TAX-401-4288,22/C-1000,122.35,Dawinder,75684.19,2025-09-22,2026
TAX-401-3792,22/E-1001,17.78,Vickram,7171.78,2026-02-26,2026
TAX-401-4277,22/C-1002,219.41,Lakhweer,7380.91,2025-08-24,2026
TAX-401-2128,S22/C-1003,89.87,Vickram,13107.06,2025-08-20,2026
TAX-401-7897,Sec-22/D-1004,188.94,Sureesh,20381.28,2026-04-18,2026
TAX-401-2164,22/M-1005,21.11,Baljit,13360.94,2025-12-20,2026
TAX-401-3250,22/L-1006,20.82,Raajesh,2575.53,2026-03-08,2026
TAX-401-4734,22/M-1007,53.83,Gurmit,6329.87,2026-03-26,2026
TAX-401-8615,S22/L-1008,97.27,Karun,0.0,2025-11-03,2026
TAX-401-6922,,239.86,Mohun,11957.94,2026-01-16,2026
TAX-401-4628,,496.06,Ekantika Prabhu,5740.02,2026-08-28,2026
TAX-401-4127,,356.09,Lohit Mannan,4147.41,2026-05-07,2026
TAX-401-2536,,355.63,Kamya Venkataraman,7599.75,2026-07-24,2026
TAX-401-7931,,230.95,Urmi Shere,8792.07,2026-04-15,2026
TAX-401-1294,,276.21,Ganga Deshmukh,9422.36,2025-12-25,2026
TAX-401-9119,,475.55,Urvi Anne,5390.02,2026-09-18,2026
TAX-401-8611,,167.94,Omaja Gola,2998.45,2026-05-31,2026
TAX-401-4680,,268.69,Upma Bhavsar,5478.39,2026-07-23,2026
TAX-401-6742,,360.01,Devika Guha,5775.02,2026-07-09,2026
TAX-401-7613,,411.34,Girindra Yogi,6003.54,2026-01-23,2026
TAX-401-1102,,344.05,Ganga Chandra,908.32,2026-02-08,2026
TAX-401-4164,,406.47,Upadhriti Dugar,3789.9,2026-03-28,2026
TAX-401-5894,,175.94,Inaya Kara,4459.58,2026-02-19,2026
TAX-401-7500,,79.01,Akshay Hans,8361.82,2026-04-19,2026
TAX-401-6669,,316.31,Bhavani Sandhu,926.21,2026-07-15,2026
TAX-401-3418,,344.45,Jhalak Rau,9456.15,2026-01-20,2026
TAX-401-4467,,263.9,Samaksh Brahmbhatt,5680.95,2026-02-07,2026
TAX-401-8415,,87.97,Harshil Kalita,5413.44,2026-08-15,2026
TAX-401-6909,,256.14,Pranav Lall,4081.94,2026-05-14,2026
TAX-401-8521,,384.16,Jonathan Vig,3095.79,2026-03-18,2026
